id,name,anchor_type,sub_type,protection_level,town,lng,lat,cmi_raw_mentions,cmi_direct_degree,cmi_freq_component,cmi_degree_component,cmi,oai,poi_count_500m,avg_rating_500m,review_total_500m,thi,mi,mi_category,entity_hit_sample,poi_hit_sample
ANC_0059,仙迹丹泉,不可移动文物,古建筑,省级文物保护单位,丹灶镇,112.886577,23.039443,0.0,0,0.0,0.0,0.0,75.0,3,3.533,3.0,38.31,0.81,一般耦合区,,仙岗村村史馆|陈洲亲子美术馆|葛仙遗迹
NH_0034,烧番塔（松塘）,非遗项目,民俗,市级非物质文化遗产代表性项目,西樵镇,112.949481,22.968146,3.0,2,21.55,17.64,19.99,50.0,5,4.1,1.0,36.18,1.19,一般耦合区,松塘,程氏大宗祠|民乐和平村文化楼|聚星文化楼|北塱文化楼|瑞箭文化用品厂
ANC_0150,西城市,圩市街区,,,丹灶镇,112.894726,23.025058,3.0,6,21.55,31.25,25.43,0.0,8,0.0,0.0,14.19,1.47,一般耦合区,西城,西城村文化楼|康有为故居(东南门)|康有为纪念馆|澹如楼|松轩亭
ANC_0002,绮亭陈公祠,不可移动文物,古建筑,省级文物保护单位,西樵镇,112.95341,22.945087,8.0,3,34.16,22.26,29.4,75.0,35,3.433,4.0,54.38,2.18,一般耦合区,公祠|绮亭陈公祠,佛山活体昆虫博物馆|简村社区村史馆|陈启沅纪念馆|简村西便文化楼|塘基队文化楼
ANC_0034,区梦觉故居,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,西樵镇,112.912594,22.985217,10.0,8,37.28,35.29,36.48,50.0,8,3.775,4.0,46.88,3.64,一般耦合区,区梦觉,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0077,破排角遗址,不可移动文物,古遗址,市级文物保护单位,九江镇,113.037232,22.814643,0.0,0,0.0,0.0,0.0,50.0,1,4.1,1.0,29.08,4.08,一般耦合区,,沙口公园
ANC_0017,龙母庙,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,西樵镇,112.973519,22.939989,18.0,9,45.77,36.98,42.25,50.0,39,4.557,1.0,50.37,4.25,一般耦合区,黄岐龙母庙|龙母|龙母庙,读书驿站(西樵文化中心站)(暂停营业)|南海农商银行(西樵支行)|僧道守云门|西樵成人文化技术学校|西樵山风景名胜区-天镇峰公园
ANC_0134,中西郑家大院,文化景观,,,九江镇,113.05,22.82,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,4.48,4.48,一般耦合区,,丁家桥特色景区
ANC_0121,塱心码头,文化景观,,,西樵镇,112.92,22.99,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,4.48,4.48,一般耦合区,,塱心大桥
ANC_0026,松塘六世祖祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.912902,22.986592,8.0,6,34.16,31.25,32.99,50.0,8,3.775,4.0,46.88,5.39,一般耦合区,松塘|祖祠,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0158,太平圩,圩市街区,,,西樵镇,112.905097,22.929496,11.0,17,38.63,46.42,41.74,0.0,1,3.8,1.0,27.81,6.94,一般耦合区,太平|太平圩,李氏宗祠(太平圩)
ANC_0032,松塘太史第,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.912236,22.985299,6.0,5,30.25,28.78,29.66,50.0,8,3.775,4.0,46.88,7.05,一般耦合区,太史第|松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0030,松塘塘西六世祖祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.909578,22.986672,8.0,6,34.16,31.25,32.99,50.0,8,3.833,5.0,49.01,7.52,一般耦合区,松塘|祖祠,迎宾广场|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠|翘秀园
ANC_0128,朝山红楼,文化景观,,,西樵镇,112.98,22.89,2.0,2,17.08,17.64,17.3,0.0,14,0.0,0.0,17.49,8.83,一般耦合区,朝山,牌楼村文化室|新庙街住宅区14号楼|新庙街住宅区9号楼|新庙街住宅区13号楼|新庙街住宅区11号楼
ANC_0066,通心岗遗址,不可移动文物,古遗址,市级文物保护单位,丹灶镇,112.915658,23.018911,0.0,0,0.0,0.0,0.0,50.0,3,3.2,2.0,33.92,8.92,一般耦合区,,良登村史馆|通心岗遗址|中铁大桥局集团有限公司季华路西延线工程项目经理部
ANC_0073,上东岑局楼,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,九江镇,113.03,22.83,0.0,0,0.0,0.0,0.0,50.0,4,3.9,1.0,34.15,9.15,一般耦合区,,九江上东小学|腾滘大社|上东三村路与大谷观音堂路交叉口|大谷观音堂路
ANC_0163,九江圩,圩市街区,,,九江镇,113.011151,22.833356,102.0,62,72.05,66.54,69.84,0.0,26,3.8,2.0,48.8,13.88,一般耦合区,九江|九江圩,红棉公园|儒林历史文化陈列馆|读书驿站(九江儒林社区站)|红棉公园-公共厕所|人民桥
ANC_0159,官山圩,圩市街区,,,西樵镇,112.975635,22.941597,76.0,62,67.52,66.54,67.13,0.0,32,4.267,1.0,47.9,14.33,一般耦合区,官山|官山圩|西樵官山圩,读书驿站(西樵文化中心站)(暂停营业)|南海农商银行(西樵支行)|西樵镇-醒狮之乡|西樵成人文化技术学校|日月星文化艺术中心
ANC_0125,禄舟村古街巷,文化景观,,,西樵镇,112.95,22.92,18.0,10,45.77,38.51,42.87,0.0,2,4.15,2.0,36.11,14.67,一般耦合区,禄舟村,南海白眉武术馆|西樵尚武白眉武馆
ANC_0157,民乐市,圩市街区,,,西樵镇,112.953955,22.959112,25.0,26,50.65,52.93,51.56,0.0,15,3.8,1.0,41.24,15.46,一般耦合区,民乐|民乐市,读书驿站(西樵樵乐社区站)|民乐三队文化楼|龙武武术跆拳道馆|幻能创展文化传播有限公司|西樵民乐百塔峰专卖店
ANC_0123,民乐圩市建筑群/民乐窦,文化景观,,,西樵镇,112.95,22.96,31.0,32,53.87,56.15,54.79,0.0,21,3.9,2.0,47.91,20.51,一般耦合区,民乐|民乐圩,读书驿站(西樵樵乐社区站)|民乐三队文化楼|龙武武术跆拳道馆|聚贤堂第六训练基地(关西一街)|幻能创展文化传播有限公司
ANC_0124,西樵山天湖,文化景观,,,西樵镇,112.97,22.93,617.0,440,99.9,97.79,99.06,0.0,33,4.35,32.0,77.41,27.88,一般耦合区,天湖|樵山|西樵|西樵山|西樵山天湖公园,天湖公园|西樵山森吧飞越树上探险乐园|南海观音验(售)票处|宝峰寺|西樵山风景名胜区-假山
ANC_0137,西樵镇松塘村,历史文化名村,国家级传统村落,国家级传统村落,西樵镇,112.917861,22.992725,183.0,139,81.07,79.36,80.39,100.0,1,0.0,0.0,4.48,-85.72,沉睡潜力区,松塘|松塘村|西樵|西樵镇,塱心大桥
ANC_0140,九江镇烟桥烟南村,历史文化名村,国家级传统村落,国家级传统村落,九江镇,112.965586,22.87848,266.0,154,86.85,81.0,84.51,100.0,2,0.0,0.0,7.09,-85.16,沉睡潜力区,九江|九江镇|南村|烟桥,烟南文化楼|烟南村
ANC_0143,丹灶镇仙岗社区,历史文化名村,国家级传统村落,国家级传统村落,丹灶镇,112.88,23.05,112.0,50,73.49,63.15,69.35,100.0,1,0.0,0.0,4.48,-80.2,沉睡潜力区,丹灶|丹灶镇,无极养生园
NH_0006,赛龙舟（九江传统龙舟）,非遗项目,传统体育,省级非物质文化遗产代表性项目,九江镇,112.996633,22.855494,164.0,114,79.37,76.2,78.11,75.0,0,0.0,0.0,0.0,-76.55,沉睡潜力区,九江|赛龙|赛龙舟|龙舟,
ANC_0036,西樵山仙姑亭,不可移动文物,古建筑,市级文物保护单位,西樵镇,-1.7976931348623157e+308,-1.7976931348623157e+308,590.0,434,99.21,97.57,98.55,50.0,0,0.0,0.0,0.0,-74.28,沉睡潜力区,樵山|西樵|西樵山,
ANC_0142,丹灶镇南沙棋盘村,历史文化名村,广东省历史文化名村,广东省历史文化名村,丹灶镇,112.9,23.12,118.0,60,74.29,66.02,70.98,75.0,0,0.0,0.0,0.0,-72.99,沉睡潜力区,丹灶|丹灶镇|棋盘村,
ANC_0145,丹灶镇棋盘村,历史文化名村,省级传统村落,省级传统村落,丹灶镇,112.9,23.12,118.0,60,74.29,66.02,70.98,75.0,0,0.0,0.0,0.0,-72.99,沉睡潜力区,丹灶|丹灶镇|棋盘村,
ANC_0146,九江镇烟桥村,历史文化名村,省级传统村落,省级传统村落,九江镇,112.965586,22.87848,271.0,156,87.14,81.2,84.77,75.0,2,0.0,0.0,7.09,-72.79,沉睡潜力区,九江|九江镇|烟桥|烟桥村,烟南文化楼|烟南村
ANC_0139,西樵镇百西村头村,历史文化名村,广东省历史文化名村,广东省历史文化名村,西樵镇,112.927552,22.967856,188.0,145,81.48,80.04,80.91,75.0,2,0.0,0.0,7.09,-70.86,沉睡潜力区,村头村|百西|百西村|西樵|西樵镇,东便文化楼|百东村党建文化公园
ANC_0141,丹灶镇仙岗村,历史文化名村,广东省历史文化名村,广东省历史文化名村,丹灶镇,112.891164,23.046503,120.0,54,74.55,64.36,70.47,75.0,1,0.0,0.0,4.48,-68.26,沉睡潜力区,丹灶|丹灶镇|仙岗村,南海实验学校
ANC_0057,康有为故居,不可移动文物,近现代重要史迹及代表性建筑,全国重点文物保护单位,丹灶镇,112.905461,23.021024,621.0,505,100.0,100.0,100.0,100.0,11,4.2,3.0,48.24,-51.76,沉睡潜力区,康有为|康有为故居,康有为博物馆|康有为纪念馆(暂停开放)|良登村罗氏大宗祠|良登村罗氏仲房祠|澹浦陈公祠
NH_0048,西樵山传说,非遗项目,民间文学,区级非物质文化遗产代表性项目,西樵镇,112.945616,22.944559,590.0,434,99.21,97.57,98.55,25.0,5,0.0,0.0,11.57,-50.21,沉睡潜力区,樵山|西樵|西樵山,绮亭陈公祠|陈启沅纪念馆(西南门)|启沅公园|西樵镇简村李家队祠堂|元礼陈公祠
NH_0023,西樵传统缫丝技艺,非遗项目,传统技艺,市级非物质文化遗产代表性项目,西樵镇,112.944555,22.948215,101.0,74,71.9,69.34,70.87,50.0,4,0.0,0.0,10.39,-50.04,沉睡潜力区,西樵,绮亭陈公祠|陈启沅纪念馆(西南门)|西樵镇简村李家队祠堂|元礼陈公祠
NH_0027,香云纱（坯纱）织造技艺,非遗项目,传统技艺,市级非物质文化遗产代表性项目,西樵镇,112.934351,22.885875,21.0,23,48.05,51.04,49.25,50.0,0,0.0,0.0,0.0,-49.62,沉睡潜力区,云纱|香云纱,
NH_0053,简村北帝庙会,非遗项目,民俗,区级非物质文化遗产代表性项目,狮山镇,112.947029,23.180213,215.0,156,83.56,81.2,82.62,25.0,1,0.0,0.0,4.48,-49.33,沉睡潜力区,北帝|北帝庙|庙会|简村|简村北帝庙,狮西百塔峰水店
ANC_0004,西樵山采石场遗址,不可移动文物,古遗址,全国重点文物保护单位,西樵镇,112.984834,22.919916,590.0,434,99.21,97.57,98.55,100.0,3,3.9,11.0,51.22,-48.05,沉睡潜力区,樵山|西樵|西樵山,云岩古寺|西樵环山花海|瞧溪谷西樵山亲水溪谷
NH_0012,庙会（大仙诞庙会）,非遗项目,民俗,省级非物质文化遗产代表性项目,西樵镇,112.978674,22.973218,13.0,8,41.02,35.29,38.73,75.0,3,0.0,0.0,8.95,-47.91,沉睡潜力区,大仙诞|庙会,丁家村文化楼|丁氏宗祠|三多村罗家文化楼
NH_0026,西樵大饼制作技艺,非遗项目,传统技艺,市级非物质文化遗产代表性项目,西樵镇,112.948073,22.945794,111.0,79,73.35,70.38,72.16,50.0,8,0.0,0.0,14.19,-46.89,沉睡潜力区,西樵|西樵大饼,简村西便文化楼|绮亭陈公祠|陈启沅纪念馆(西南门)|启沅公园|特斯拉目的地充电站(西樵简村启沅公园停车场)
ANC_0138,西樵镇简村村,历史文化名村,广东省历史文化名村,广东省历史文化名村,西樵镇,112.963901,22.952089,225.0,154,84.26,81.0,82.96,75.0,8,4.7,0.0,34.19,-44.79,沉睡潜力区,简村|西樵|西樵镇,纽恩泰空气能热水器(民强桥店)|松叟公祠|松万二公祠|民强大桥(公交站)|明远家塾
NH_0068,传统龙舟（丹灶扒龙舟）,非遗项目,传统体育,区级非物质文化遗产代表性项目,丹灶镇,112.897287,23.039477,104.0,79,72.35,70.38,71.56,25.0,1,0.0,0.0,4.48,-43.8,沉睡潜力区,丹灶|扒龙舟|龙舟,丽山文化楼
ANC_0144,西樵镇百西村,历史文化名村,省级传统村落,省级传统村落,西樵镇,112.92,22.96,178.0,127,80.64,77.93,79.55,75.0,4,3.8,1.0,33.73,-43.55,沉睡潜力区,百西|百西村|西樵|西樵镇,村头村潘氏大宗祠|读书驿站(西樵百西社区站)|大地公园|百西桥头
NH_0020,大头佛,非遗项目,传统舞蹈,市级非物质文化遗产代表性项目,西樵镇,112.933554,22.964779,21.0,10,48.05,38.51,44.23,50.0,1,0.0,0.0,4.48,-42.64,沉睡潜力区,大头佛|舞大头佛,百东东便文化楼
ANC_0060,南沙陈氏宗祠,不可移动文物,古建筑,市级文物保护单位,丹灶镇,112.905606,23.131102,21.0,27,48.05,53.52,50.24,50.0,4,0.0,0.0,10.39,-39.73,沉睡潜力区,宗祠|陈氏|陈氏宗祠,杨氏大宗祠|廷耀陈公祠|丹灶(南沙百塔双润水店)|東明祖祠
ANC_0051,玉廪峰摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,112.960983,22.920861,8.0,3,34.16,22.26,29.4,50.0,0,0.0,0.0,0.0,-39.7,沉睡潜力区,摩崖石刻|石刻,
ANC_0147,丹灶镇和平村,历史文化名村,省级传统村落,省级传统村落,丹灶镇,112.940406,22.971261,112.0,50,73.49,63.15,69.35,75.0,7,3.5,1.0,35.48,-36.69,沉睡潜力区,丹灶|丹灶镇,满祝龙舟训练基地|北塱村文化楼|伊洛村文化活动中心(东南门)|伊洛流徽|荔二潘公祠
NH_0064,西樵白眉武术,非遗项目,传统体育,区级非物质文化遗产代表性项目,西樵镇,112.945716,22.947807,119.0,88,74.42,72.09,73.49,25.0,6,0.0,0.0,12.57,-36.68,沉睡潜力区,武术|西樵,绮亭陈公祠|陈启沅纪念馆(西南门)|启沅公园|特斯拉目的地充电站(西樵简村启沅公园停车场)|西樵镇简村李家队祠堂
ANC_0067,方道隆墓,不可移动文物,古墓葬,市级文物保护单位,丹灶镇,112.921503,23.025526,4.0,2,25.02,17.64,22.07,50.0,0,0.0,0.0,0.0,-36.03,沉睡潜力区,方道隆,
NH_0050,南海醒狮（采青技艺）,非遗项目,传统舞蹈,区级非物质文化遗产代表性项目,西樵镇,112.91212,22.933538,94.0,46,70.79,61.83,67.21,25.0,4,0.0,0.0,10.39,-35.71,沉睡潜力区,醒狮|采青,中国农业银行(南海汾桥支行)|中国农业银行24小时自助银行(汾桥支行)|新桥公寓|桥头五金
ANC_0058,方献夫墓,不可移动文物,古墓葬,省级文物保护单位,丹灶镇,112.915719,23.027375,50.0,30,61.12,55.15,58.73,75.0,3,3.6,1.0,31.43,-35.43,沉睡潜力区,方献夫|方献夫墓,方献夫纪念馆|竹径村文化馆|良登村牌坊
ANC_0050,大科峰摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,112.977414,22.92249,27.0,10,51.8,38.51,46.48,50.0,16,0.0,0.0,18.3,-29.95,沉睡潜力区,大科峰|摩崖石刻|石刻,大科书院|景良亭|天海亭|石屏风|湛子洞
NH_0015,九江鱼花生产习俗,非遗项目,民俗,省级非物质文化遗产代表性项目,九江镇,112.998393,22.85726,106.0,67,72.64,67.77,70.69,75.0,11,3.9,2.0,43.99,-28.85,沉睡潜力区,九江|九江鱼花,玄憬龙博物馆(暂停开放)|九江镇新龙村关氏宗祠|玄憬龙博物馆|玄憬龙博物馆总馆(东2门)|玄憬龙博物馆总馆(东3门)
NH_0005,九江双蒸酒酿制技艺,非遗项目,传统技艺,省级非物质文化遗产代表性项目,九江镇,112.997593,22.857027,104.0,63,72.35,66.79,70.12,75.0,11,3.9,2.0,43.99,-28.57,沉睡潜力区,九江|九江双蒸酒|双蒸酒,玄憬龙博物馆(暂停开放)|九江镇新龙村关氏宗祠|玄憬龙博物馆|新龙社区综合性文化服务中心|玄憬龙博物馆总馆(东2门)
ANC_0136,西樵镇,历史文化名村,中国历史文化名镇,中国历史文化名镇,西樵镇,112.99,22.94,171.0,122,80.02,77.29,78.92,100.0,14,4.04,12.0,61.18,-28.28,沉睡潜力区,西樵|西樵镇|西樵镇政府,树蛙攀岩公园|读书驿站(西樵登山大道站)|忆善书院(碧玉分院)|西樵大桥|翠岩
NH_0014,糕点制作技艺（九江煎堆制作技艺）,非遗项目,传统技艺,省级非物质文化遗产代表性项目,九江镇,112.999181,22.859366,100.0,65,71.74,67.29,69.96,75.0,12,4.05,2.0,45.15,-27.33,沉睡潜力区,九江|九江煎堆,玄憬龙博物馆(暂停开放)|龙游古村|玄憬龙博物馆|新龙社区综合性文化服务中心|玄憬龙博物馆总馆(东2门)
NH_0029,丹灶葛洪炼丹传说,非遗项目,民间文学,市级非物质文化遗产代表性项目,丹灶镇,112.919229,23.051148,58.0,29,63.39,54.62,59.88,50.0,1,3.8,1.0,27.81,-27.13,沉睡潜力区,丹灶|葛洪,蔡李佛丹灶武术馆
ANC_0122,松塘月池及古祠堂群,文化景观,,,西樵镇,112.917861,22.992725,54.0,41,62.29,60.03,61.39,0.0,1,0.0,0.0,4.48,-26.22,沉睡潜力区,松塘|祠堂,塱心大桥
ANC_0023,松塘东山祖祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.907173,22.992617,8.0,6,34.16,31.25,32.99,50.0,1,0.0,2.0,15.83,-25.67,沉睡潜力区,松塘|祖祠,铁军公园
ANC_0035,西樵山紫姑井,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.976037,22.91698,597.0,435,99.39,97.61,98.68,50.0,11,3.1,6.0,49.34,-24.99,沉睡潜力区,山紫|樵山|紫姑井|西樵|西樵山,四峰书院遗址|九龙岩磨崖石刻|湛子讲学岩|湛子洞|青龙头
ANC_0074,探花桥,不可移动文物,古建筑,市级文物保护单位,九江镇,113.0,22.85,2.0,1,17.08,11.13,14.7,50.0,3,0.0,0.0,8.95,-23.4,沉睡潜力区,探花桥,慈悲宫牌坊|探花公园(东北门)|佛山市南海区九江镇下西社区桑蚕文化体验馆
ANC_0038,西樵山无叶井,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.980731,22.928262,595.0,436,99.34,97.65,98.66,50.0,8,4.15,6.0,51.95,-22.38,沉睡潜力区,无叶井|樵山|西樵|西樵山,西樵山南海观音|傅氏宗祠|西樵山宝峰寺|西樵山风景名胜区-财神庙|景良亭
ANC_0037,西樵山蟹眼泉,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.980036,22.931352,590.0,434,99.21,97.57,98.55,50.0,19,3.525,5.0,52.86,-21.42,沉睡潜力区,樵山|西樵|西樵山,西樵山宝峰寺|四面佛|西樵山风景名胜区-财神庙|龙须泉|西樵山风景名胜区-功德善祠
ANC_0041,百西潘氏大宗祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.920346,22.962484,22.0,18,48.74,47.29,48.16,50.0,1,3.8,1.0,27.81,-21.27,沉睡潜力区,大宗祠|宗祠|潘氏|潘氏大宗祠|百西,村头村潘氏大宗祠
ANC_0127,渔耕粤韵桑基鱼塘,文化景观,,,西樵镇,112.98,22.9,13.0,13,41.02,42.38,41.57,0.0,0,0.0,0.0,0.0,-20.78,沉睡潜力区,桑基鱼塘,
ANC_0126,金花庙,文化景观,,,西樵镇,0.0,0.0,15.0,9,43.1,36.98,40.65,0.0,0,0.0,0.0,0.0,-20.33,沉睡潜力区,金花|金花庙,
ANC_0022,松塘世大夫家庙,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.907173,22.992616,3.0,2,21.55,17.64,19.99,50.0,1,0.0,2.0,15.83,-19.17,沉睡潜力区,松塘,铁军公园
NH_0028,九江灯谜,非遗项目,民俗,市级非物质文化遗产代表性项目,九江镇,112.999423,22.858989,97.0,61,71.27,66.28,69.28,50.0,12,4.05,2.0,45.15,-14.49,沉睡潜力区,九江,玄憬龙博物馆(暂停开放)|龙游古村|玄憬龙博物馆|新龙社区综合性文化服务中心|玄憬龙博物馆总馆(东2门)
NH_0018,龙舟说唱,非遗项目,曲艺,市级非物质文化遗产代表性项目,桂城街道,113.165313,23.001099,59.0,53,63.65,64.06,63.81,50.0,6,4.4,2.0,42.64,-14.27,沉睡潜力区,龙舟|龙舟说唱,半月岛生态公园(南海段)|桂城半月岛生态公园-露营地|龙湾足球公园|龙湾足球公园(东南门)|桂城半月岛生态公园-粤野露营地
ANC_0120,苏州银河,文化景观,,,丹灶镇,112.91,23.01,5.0,3,27.85,22.26,25.62,0.0,0,0.0,0.0,0.0,-12.81,沉睡潜力区,银河,
ANC_0151,银河桥市,圩市街区,,,丹灶镇,112.912351,23.007691,5.0,3,27.85,22.26,25.62,0.0,0,0.0,0.0,0.0,-12.81,沉睡潜力区,银河,
ANC_0118,西城圩市建筑群,文化景观,,,丹灶镇,112.89,23.03,3.0,6,21.55,31.25,25.43,0.0,0,0.0,0.0,0.0,-12.72,沉睡潜力区,西城,
ANC_0080,李卓峰墓,不可移动文物,近现代重要史迹及代表性建筑,市级文物保护单位,九江镇,113.017187,22.825344,11.0,15,38.63,44.53,40.99,50.0,5,3.5,1.0,33.63,-11.87,沉睡潜力区,李卓峰|李卓峰墓,天主堂|读书驿站(九江中心小学站)|石埠桥(公交站)|培优文化艺术中心|观文轮胎店
ANC_0064,东联吴氏大宗祠,不可移动文物,古建筑,市级文物保护单位,丹灶镇,112.945996,23.089986,10.0,8,37.28,35.29,36.48,50.0,1,3.7,2.0,31.57,-11.67,沉睡潜力区,大宗祠|宗祠,吴氏宗祠
ANC_0156,大岗圩,圩市街区,,,西樵镇,112.921201,22.974416,13.0,25,41.02,52.33,45.54,0.0,5,0.0,0.0,11.57,-11.2,沉睡潜力区,大岗圩,五显庙(桂阳大道)|区家祠堂|潘家文化楼|区家文化楼|吉赞潘家藻溪潘公祠
NH_0049,里水毛巾织造技艺,非遗项目,传统技艺,区级非物质文化遗产代表性项目,里水镇,113.141598,23.266378,45.0,29,59.52,54.62,57.56,25.0,3,3.5,1.0,31.01,-10.27,沉睡潜力区,里水|里水毛巾|里水毛巾织造业,蔡氏宗祠|康琳水培观音竹基地|金溪大桥
ANC_0065,恒德徐公祠,不可移动文物,古建筑,市级文物保护单位,丹灶镇,112.931257,23.089846,2.0,0,17.08,0.0,10.25,50.0,6,4.05,2.0,41.15,11.03,空心景点区,公祠,祖盛徐公祠|八甲公园|五甲文化楼|恒德徐公祠|溏边文化馆
ANC_0052,翠岩摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,112.980933,22.929502,8.0,3,34.16,22.26,29.4,50.0,6,4.1,7.0,51.5,11.8,空心景点区,摩崖石刻|石刻,西樵山南海观音|傅氏宗祠|西樵山宝峰寺|四面佛|西樵山风景名胜区-财神庙
ANC_0028,松塘司马第,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.912902,22.986594,3.0,2,21.55,17.64,19.99,50.0,8,3.775,4.0,46.88,11.89,空心景点区,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0024,松塘汇川家塾,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.913162,22.986077,3.0,2,21.55,17.64,19.99,50.0,8,3.775,4.0,46.88,11.89,空心景点区,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0025,松塘见五大夫祠,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.913098,22.98617,3.0,2,21.55,17.64,19.99,50.0,8,3.775,4.0,46.88,11.89,空心景点区,松塘,迎宾广场|佛山市南海区福厚博物馆|区梦觉故居|区梦觉生平事迹展陈馆|玉泉祖祠
ANC_0148,横江圩,圩市街区,,,丹灶镇,112.911046,23.103377,0.0,0,0.0,0.0,0.0,0.0,6,0.0,0.0,12.57,12.57,空心景点区,,桥宝山庄停车场|桥宝山庄停车场(出入口)|藏馥宫体质调理中心|心亭陈公祠|文心宫美容美发
ANC_0062,阴骘井,不可移动文物,古建筑,市级文物保护单位,丹灶镇,112.886543,23.040686,0.0,0,0.0,0.0,0.0,50.0,3,3.533,3.0,38.31,13.31,空心景点区,,仙岗村村史馆|陈洲亲子美术馆|葛仙遗迹
ANC_0016,字祖庙,不可移动文物,古建筑,市级文物保护单位,西樵镇,112.964474,22.933739,112.0,107,73.49,75.2,74.17,50.0,62,4.089,21.0,76.09,14.01,空心景点区,字祖庙|祖庙,西樵山风景名胜区-樵园公园|茶花园|西樵山-听音湖|白云洞风景区|西樵山风景名胜区-观音庙
ANC_0053,白云洞摩崖石刻,不可移动文物,石窟寺及石刻,市级文物保护单位,西樵镇,112.964912,22.933621,92.0,52,70.46,63.76,67.78,50.0,47,4.037,20.0,73.63,14.74,空心景点区,摩崖石刻|白云|白云洞|石刻,西樵山风景名胜区-樵园公园|茶花园|西樵山-听音湖|白云洞风景区|西樵山风景名胜区-观音庙
