entity_name,entity_type,mentions,source_count,lng,lat,town,match_source,match_id
天湖,D1 山川水系空间,19,9,112.963881,22.93208,西樵镇,poi_exact,B0FFG2522Z
广三铁路,B4 古遗址与生产遗存类,18,13,113.160442,23.104823,里水镇,poi_contain,B0IAYR1R0H
禄舟村,B6 古村落与聚落遗产类,18,8,112.943595,22.92498,西樵镇,poi_contain,B0H3GL6G2O
华光庙,B2 宗教建筑类,17,8,113.167321,23.088397,里水镇,poi_exact,B0FFKF1MUV
南海,D2 镇街圩市空间,17,12,113.137374,23.033677,桂城街道,poi_contain,B0J3Z9Z8PG
康有为纪念馆,B3 纪念性建筑与名人故居类,17,6,112.899125,23.023608,丹灶镇,poi_exact,B02F5076Y0
越华书院,D4 传承场所与活动场地,16,10,113.10216,23.18814,大沥镇,poi_contain,B0FFIZSDND
黄岐,D2 镇街圩市空间,16,8,113.187966,23.109414,大沥镇,poi_contain,B0K0P5W2TW
显纲村,B6 古村落与聚落遗产类,16,6,113.095223,23.137433,狮山镇,poi_contain,B0HG2U0CJU
大科书院,B1 古建筑类,16,4,112.973616,22.922499,西樵镇,poi_exact,B0FFHHD2NL
香港,D2 镇街圩市空间,15,10,113.147736,23.181393,里水镇,poi_contain,B0G39NK9C4
狮山,D2 镇街圩市空间,15,8,113.009071,23.087814,狮山镇,poi_contain,B0HGSH3UCJ
西樵中学,D4 传承场所与活动场地,15,10,112.960811,22.928671,西樵镇,poi_exact,B02F5076UQ
北村,D3 历史街区与传统片区,15,3,113.04237,23.0569,狮山镇,poi_contain,B0FFIVGHCN
宝峰寺,B2 宗教建筑类,14,8,112.972008,22.932742,西樵镇,poi_exact,B02F50YSSQ
羊城书院,B1 古建筑类,14,6,113.10216,23.18814,大沥镇,poi_contain,B0FFIZSDND
土地庙,B2 宗教建筑类,14,2,113.108277,23.175545,大沥镇,poi_contain,B0FFG061WV
松塘村,B6 古村落与聚落遗产类,14,3,112.911801,22.986783,西樵镇,anchor_contain,ANC_0102
九江中学,D4 传承场所与活动场地,14,6,113.020957,22.836677,九江镇,poi_contain,B02F500E9F
泌冲,B6 古村落与聚落遗产类,13,4,113.173893,23.154579,里水镇,poi_contain,B0FFGYZL0U
精武会,D4 传承场所与活动场地,13,8,113.121705,23.055615,桂城街道,poi_contain,B0FFGSZPH9
桑基鱼塘,B4 古遗址与生产遗存类,13,8,112.98,22.9,西樵镇,anchor_contain,ANC_0127
显岗村,B6 古村落与聚落遗产类,13,4,112.989005,22.8971,丹灶镇,poi_contain,B0FFGH1VIK
官窑镇,D2 镇街圩市空间,13,5,113.084643,23.205664,狮山镇,poi_contain,B0FFL06F43
朱九江先生纪念堂,B3 纪念性建筑与名人故居类,13,5,113.026758,22.842008,九江镇,poi_exact,
天湖公园,D4 传承场所与活动场地,13,4,112.96723,22.929192,西樵镇,poi_exact,B0FFHJ45NL
大岗圩,D2 镇街圩市空间,13,4,112.921201,22.974416,,anchor_exact,ANC_0156
龙母庙,B2 宗教建筑类,12,8,112.990348,22.823562,丹灶镇,poi_exact,B0K229G3RK
顺德,D2 镇街圩市空间,12,6,113.153123,23.066107,桂城街道,poi_contain,B0HR0GRI5A
三山,D2 镇街圩市空间,12,9,113.214355,23.031302,桂城街道,poi_contain,B0H6TH6APH
桂园文化宫,D4 传承场所与活动场地,12,1,113.138512,23.046642,桂城街道,poi_contain,B02F507391
沙头镇,D2 镇街圩市空间,12,3,113.018135,22.919126,九江镇,poi_contain,B02F503U2C
文武庙,B2 宗教建筑类,12,6,112.93146,22.990501,丹灶镇,poi_exact,B02F508MWM
社学,B1 古建筑类,11,8,113.02664,23.193956,狮山镇,poi_contain,B0HG2UZA6Z
洪圣庙,B2 宗教建筑类,11,6,112.924235,22.862752,西樵镇,poi_contain,BV10514280
大同,D2 镇街圩市空间,11,8,112.899757,23.023353,丹灶镇,poi_exact,B02F5076XX
粤秀书院,B1 古建筑类,11,6,113.10216,23.18814,大沥镇,poi_contain,B0FFIZSDND
书院,B1 古建筑类,11,7,113.10216,23.18814,大沥镇,poi_exact,B0FFIZSDND
香亭,B1 古建筑类,11,3,113.182861,23.045303,桂城街道,poi_contain,B0FFI1HNYY
上海,D2 镇街圩市空间,11,6,113.133475,23.045073,桂城街道,poi_contain,B0FFHTZW94
石燕岩,B4 古遗址与生产遗存类,11,4,112.97889,22.920693,西樵镇,poi_contain,B0FFG250M9
云谷书院,B1 古建筑类,11,4,112.975282,22.922947,西樵镇,poi_exact,B0FFHHJXUH
西湖书院,B1 古建筑类,10,4,113.10216,23.18814,大沥镇,poi_contain,B0FFIZSDND
白云山,D1 山川水系空间,10,7,113.133662,23.042981,桂城街道,poi_contain,B0FFKSK1HJ
观音堂,B2 宗教建筑类,10,7,113.039085,22.827966,丹灶镇,poi_exact,B02F507CAF
钟鼓楼,B1 古建筑类,10,4,113.102568,23.188504,大沥镇,poi_contain,B0FFF9RBQK
佛山书院,B1 古建筑类,10,4,113.10216,23.18814,大沥镇,poi_contain,B0FFIZSDND
罗村镇,D2 镇街圩市空间,10,5,113.018821,23.071186,狮山镇,poi_contain,B0GR4RHI1B
和顺镇,D2 镇街圩市空间,10,7,113.137629,23.251478,里水镇,poi_contain,B0FFJMK9RP
西岸村,B6 古村落与聚落遗产类,10,2,112.974952,23.018,丹灶镇,poi_contain,B02F50ZN41
大岸村,B6 古村落与聚落遗产类,10,3,112.960651,22.982709,丹灶镇,poi_contain,B0FFIZ7G39
民乐圩,D2 镇街圩市空间,10,4,112.95,22.96,西樵镇,anchor_contain,ANC_0123
村头村,B6 古村落与聚落遗产类,10,2,112.920356,22.962487,丹灶镇,poi_contain,B02F507C71
云瀛书院,B1 古建筑类,10,5,113.10216,23.18814,大沥镇,poi_contain,B0FFIZSDND
北京,D2 镇街圩市空间,10,7,113.152825,23.066166,桂城街道,poi_contain,B0HUACC2F9
梁氏宗祠,B1 古建筑类,9,2,113.125926,23.13648,里水镇,poi_exact,B0LKXPI5QF
九曲溪,D1 山川水系空间,9,6,112.978745,22.921016,西樵镇,poi_exact,B0FFFWHE88
字祖庙,B2 宗教建筑类,9,4,112.971053,22.93949,西樵镇,poi_exact,
百西村,B6 古村落与聚落遗产类,9,4,112.927552,22.967856,村头村,anchor_contain,ANC_0139
南海观音文化苑,B2 宗教建筑类,9,4,112.971937,22.932516,西樵镇,poi_contain,B0FFG27VUO
何氏宗祠,B1 古建筑类,9,2,112.961625,22.967047,西樵镇,poi_exact,B02F507C73
会龙湖,D1 山川水系空间,9,6,112.959232,22.936248,西樵镇,poi_exact,B0FFG23A2H
孔村,B6 古村落与聚落遗产类,9,4,113.002868,23.153579,里水镇,poi_contain,B0LG0R5OL6
宗祠,B1 古建筑类,8,5,113.172828,23.132034,大沥镇,poi_contain,B0FFJDKGH8
石门,D1 山川水系空间,8,7,113.183359,23.11955,大沥镇,poi_contain,B02F5060JL
中山大学,D4 传承场所与活动场地,8,6,112.959437,22.935742,西樵镇,poi_contain,B0FFG2BDTF
李氏大宗祠,B1 古建筑类,8,5,113.015703,23.041153,丹灶镇,poi_exact,B0LG0R6HAB
南海博物馆,D4 传承场所与活动场地,8,6,112.977738,22.907559,西樵镇,poi_exact,B0FFF3NK66
小江村,B6 古村落与聚落遗产类,8,5,113.086302,23.220141,大沥镇,poi_contain,B0FFIK1L8C
石碑,B5 石刻碑记类,8,6,113.130342,23.291148,里水镇,poi_contain,B0H3TZE94Y
南海影剧院,D4 传承场所与活动场地,8,1,113.147596,23.027407,桂城街道,poi_exact,B02F501Y45
树本善堂,B1 古建筑类,8,5,112.977066,23.176689,狮山镇,poi_exact,B0FFL8BSG0
陈氏宗祠,B1 古建筑类,8,4,113.146747,23.131128,里水镇,poi_exact,B0FFH4AQI7
四峰书院,B1 古建筑类,8,4,112.968784,22.92097,西樵镇,poi_exact,B0FFHHDG9Q
官山城区,D2 镇街圩市空间,8,3,112.980609,22.947739,丹灶镇,poi_contain,BV11597839
大同村,B6 古村落与聚落遗产类,8,1,112.899757,23.023353,丹灶镇,poi_contain,B02F5076XX
朝山村,B6 古村落与聚落遗产类,8,1,112.984562,22.888471,丹灶镇,poi_contain,
