ix,iy,town,clng,clat,poi_count,poi_with_seed,n_entity_0hop,n_entity_within_1hop,n_entity_within_2hop,mentions_0hop,mentions_within_1hop,mentions_within_2hop,official_0hop,official_within_1hop,official_within_2hop
84,88,里水镇,113.20025,23.17825,102,0,0,0,0,0,0,0,0,0,0
76,92,里水镇,113.16425,23.19625,54,0,0,0,0,0,0,0,0,0,0
73,82,里水镇,113.15075,23.15125,1,0,0,0,0,0,0,0,0,0,0
79,87,里水镇,113.17775,23.17375,2,0,0,0,0,0,0,0,0,0,0
75,78,里水镇,113.15975,23.13325,4,0,0,0,0,0,0,0,0,0,0
73,87,里水镇,113.15075,23.17375,1,0,0,0,0,0,0,0,0,0,0
70,97,里水镇,113.13725,23.21875,4,0,0,0,0,0,0,0,0,0,0
76,91,里水镇,113.16425,23.19175,5,0,0,0,0,0,0,0,0,0,0
77,93,里水镇,113.16875,23.20075,1,0,0,0,0,0,0,0,0,0,0
76,81,里水镇,113.16425,23.14675,1,0,0,0,0,0,0,0,0,0,0
71,82,里水镇,113.14175,23.15125,1,0,0,0,0,0,0,0,0,0,0
75,89,里水镇,113.15975,23.18275,6,0,0,0,0,0,0,0,0,0,0
73,92,里水镇,113.15075,23.19625,8,0,0,0,0,0,0,0,0,0,0
74,91,里水镇,113.15525,23.19175,6,0,0,0,0,0,0,0,0,0,0
70,96,里水镇,113.13725,23.21425,1,0,0,0,0,0,0,0,0,0,0
84,93,里水镇,113.20025,23.20075,1,0,0,0,0,0,0,0,0,0,0
70,89,里水镇,113.13725,23.18275,1,0,0,0,0,0,0,0,0,0,0
83,91,里水镇,113.19575,23.19175,2,0,0,0,0,0,0,0,0,0,0
75,84,里水镇,113.15975,23.16025,4,0,0,0,0,0,0,0,0,0,0
62,95,里水镇,113.10125,23.20975,1,0,0,0,0,0,0,0,0,0,0
76,84,里水镇,113.16425,23.16025,1,0,0,0,0,0,0,0,0,0,0
78,91,里水镇,113.17325,23.19175,3,0,0,0,0,0,0,0,0,0,0
70,98,里水镇,113.13725,23.22325,3,0,0,0,0,0,0,0,0,0,0
84,89,里水镇,113.20025,23.18275,6,0,0,0,0,0,0,0,0,0,0
75,93,里水镇,113.15975,23.20075,11,0,0,0,0,0,0,0,0,0,0
66,96,里水镇,113.11925,23.21425,2,0,0,0,0,0,0,0,0,0,0
80,89,里水镇,113.18225,23.18275,1,0,0,0,0,0,0,0,0,0,0
74,96,里水镇,113.15525,23.21425,1,0,0,0,0,0,0,0,0,0,0
71,98,里水镇,113.14175,23.22325,4,0,0,0,0,0,0,0,0,0,0
77,91,里水镇,113.16875,23.19175,3,0,0,0,0,0,0,0,0,0,0
82,87,里水镇,113.19125,23.17375,1,0,0,0,0,0,0,0,0,0,0
73,86,里水镇,113.15075,23.16925,2,0,0,0,0,0,0,0,0,0,0
75,81,里水镇,113.15975,23.14675,11,0,0,0,0,0,0,0,0,0,0
75,92,里水镇,113.15975,23.19625,118,0,0,0,0,0,0,0,0,0,0
75,91,里水镇,113.15975,23.19175,3,0,0,0,0,0,0,0,0,0,0
81,88,里水镇,113.18675,23.17825,2,0,0,0,0,0,0,0,0,0,0
64,92,里水镇,113.11025,23.19625,2,0,0,0,0,0,0,0,0,0,0
71,84,里水镇,113.14175,23.16025,1,0,0,0,0,0,0,0,0,0,0
72,86,里水镇,113.14625,23.16925,5,0,0,0,0,0,0,0,0,0,0
69,83,里水镇,113.13275,23.15575,1,0,0,0,0,0,0,0,0,0,0
71,99,里水镇,113.14175,23.22775,2,0,0,0,0,0,0,0,0,0,0
68,97,里水镇,113.12825,23.21875,1,0,0,0,0,0,0,0,0,0,0
76,85,里水镇,113.16425,23.16475,1,0,0,0,0,0,0,0,0,0,0
69,88,里水镇,113.13275,23.17825,2,0,0,0,0,0,0,0,0,0,0
74,90,里水镇,113.15525,23.18725,3,0,0,0,0,0,0,0,0,0,0
73,79,里水镇,113.15075,23.13775,12,0,0,0,0,0,0,0,0,0,0
77,84,里水镇,113.16875,23.16025,2,0,0,0,0,0,0,0,0,0,0
76,90,里水镇,113.16425,23.18725,1,0,0,0,0,0,0,0,0,0,0
72,82,里水镇,113.14625,23.15125,1,0,0,0,0,0,0,0,0,0,0
67,86,里水镇,113.12375,23.16925,3,0,0,0,0,0,0,0,0,0,0
74,95,里水镇,113.15525,23.20975,1,0,0,0,0,0,0,0,0,0,0
68,94,里水镇,113.12825,23.20525,1,0,0,0,0,0,0,0,0,0,0
78,87,里水镇,113.17325,23.17375,1,0,0,0,0,0,0,0,0,0,0
75,83,里水镇,113.15975,23.15575,3,0,0,0,0,0,0,0,0,0,0
83,90,里水镇,113.19575,23.18725,11,0,0,0,0,0,0,0,0,0,0
74,88,里水镇,113.15525,23.17825,4,0,0,0,0,0,0,0,0,0,0
74,82,里水镇,113.15525,23.15125,1,0,0,0,0,0,0,0,0,0,0
76,80,里水镇,113.16425,23.14225,2,0,0,0,0,0,0,0,0,0,0
74,81,里水镇,113.15525,23.14675,3,0,0,0,0,0,0,0,0,0,0
65,96,里水镇,113.11475,23.21425,5,0,0,0,0,0,0,0,0,0,0
72,96,里水镇,113.14625,23.21425,4,0,0,0,0,0,0,0,0,0,0
66,97,里水镇,113.11925,23.21875,7,0,0,0,0,0,0,0,0,0,0
76,83,里水镇,113.16425,23.15575,3,0,0,0,0,0,0,0,0,0,0
78,92,里水镇,113.17325,23.19625,3,0,0,0,0,0,0,0,0,0,0
70,87,里水镇,113.13725,23.17375,12,0,0,0,0,0,0,0,0,0,0
77,88,里水镇,113.16875,23.17825,2,0,0,0,0,0,0,0,0,0,0
73,93,里水镇,113.15075,23.20075,75,0,0,0,0,0,0,0,0,0,0
65,98,里水镇,113.11475,23.22325,1,0,0,0,0,0,0,0,0,0,0
72,95,里水镇,113.14625,23.20975,3,0,0,0,0,0,0,0,0,0,0
74,89,里水镇,113.15525,23.18275,5,0,0,0,0,0,0,0,0,0,0
81,92,里水镇,113.18675,23.19625,2,0,0,0,0,0,0,0,0,0,0
71,88,里水镇,113.14175,23.17825,12,0,0,0,0,0,0,0,0,0,0
74,79,里水镇,113.15525,23.13775,1,0,0,0,0,0,0,0,0,0,0
82,90,里水镇,113.19125,23.18725,130,0,0,0,0,0,0,0,0,0,0
70,99,里水镇,113.13725,23.22775,4,0,0,0,0,0,0,0,0,0,0
67,82,里水镇,113.12375,23.15125,6,0,0,0,0,0,0,0,0,0,0
84,90,里水镇,113.20025,23.18725,16,0,0,0,0,0,0,0,0,0,0
66,84,里水镇,113.11925,23.16025,1,0,0,0,0,0,0,0,0,0,0
76,89,里水镇,113.16425,23.18275,3,0,0,0,0,0,0,0,0,0,0
66,83,里水镇,113.11925,23.15575,1,0,0,0,0,0,0,0,0,0,0
79,92,里水镇,113.17775,23.19625,2,0,0,0,0,0,0,0,0,0,0
67,83,里水镇,113.12375,23.15575,15,0,0,0,0,0,0,0,0,0,0
78,88,里水镇,113.17325,23.17825,1,0,0,0,0,0,0,0,0,0,0
71,92,里水镇,113.14175,23.19625,2,0,0,0,0,0,0,0,0,0,0
68,83,里水镇,113.12825,23.15575,5,0,0,0,0,0,0,0,0,0,0
73,91,里水镇,113.15075,23.19175,4,0,0,0,0,0,0,0,0,0,0
69,97,里水镇,113.13275,23.21875,10,0,0,0,0,0,0,0,0,0,0
72,90,里水镇,113.14625,23.18725,3,0,0,0,0,0,0,0,0,0,0
67,92,里水镇,113.12375,23.19625,1,0,0,0,0,0,0,0,0,0,0
68,90,里水镇,113.12825,23.18725,3,0,0,0,0,0,0,0,0,0,0
73,96,里水镇,113.15075,23.21425,2,0,0,0,0,0,0,0,0,0,0
72,89,里水镇,113.14625,23.18275,25,0,0,0,0,0,0,0,0,0,0
83,89,里水镇,113.19575,23.18275,12,0,0,0,0,0,0,0,0,0,0
73,90,里水镇,113.15075,23.18725,1,0,0,0,0,0,0,0,0,0,0
70,88,里水镇,113.13725,23.17825,5,0,0,0,0,0,0,0,0,0,0
64,93,里水镇,113.11025,23.20075,1,0,0,0,0,0,0,0,0,0,0
71,86,里水镇,113.14175,23.16925,1,0,0,0,0,0,0,0,0,0,0
65,97,里水镇,113.11475,23.21875,1,0,0,0,0,0,0,0,0,0,0
74,92,里水镇,113.15525,23.19625,10,0,0,0,0,0,0,0,0,0,0
74,93,里水镇,113.15525,23.20075,3,0,0,0,0,0,0,0,0,0,0
74,78,里水镇,113.15525,23.13325,2,0,0,0,0,0,0,0,0,0,0
78,90,里水镇,113.17325,23.18725,3,0,0,0,0,0,0,0,0,0,0
61,96,里水镇,113.09675,23.21425,1,0,0,0,0,0,0,0,0,0,0
61,95,里水镇,113.09675,23.20975,6,0,0,0,0,0,0,0,0,0,0
75,94,里水镇,113.15975,23.20525,5,0,0,0,0,0,0,0,0,0,0
74,83,里水镇,113.15525,23.15575,8,0,0,0,0,0,0,0,0,0,0
64,97,里水镇,113.11025,23.21875,1,0,0,0,0,0,0,0,0,0,0
68,96,里水镇,113.12825,23.21425,2,0,0,0,0,0,0,0,0,0,0
74,84,里水镇,113.15525,23.16025,4,0,0,0,0,0,0,0,0,0,0
83,93,里水镇,113.19575,23.20075,8,0,0,0,0,0,0,0,0,0,0
83,92,里水镇,113.19575,23.19625,3,0,0,0,0,0,0,0,0,0,0
64,96,里水镇,113.11025,23.21425,2,0,0,0,0,0,0,0,0,0,0
78,86,里水镇,113.17325,23.16925,1,0,0,0,0,0,0,0,0,0,0
70,92,里水镇,113.13725,23.19625,2,0,0,0,0,0,0,0,0,0,0
67,97,里水镇,113.12375,23.21875,1,0,0,0,0,0,0,0,0,0,0
70,83,里水镇,113.13725,23.15575,3,0,0,0,0,0,0,0,0,0,0
76,96,里水镇,113.16425,23.21425,1,0,0,0,0,0,0,0,0,0,0
68,89,里水镇,113.12825,23.18275,2,0,0,0,0,0,0,0,0,0,0
67,91,里水镇,113.12375,23.19175,3,0,0,0,0,0,0,0,0,0,0
67,93,里水镇,113.12375,23.20075,5,0,0,0,0,0,0,0,0,0,0
72,85,里水镇,113.14625,23.16475,1,0,0,0,0,0,0,0,0,0,0
70,86,里水镇,113.13725,23.16925,2,0,0,0,0,0,0,0,0,0,0
75,87,里水镇,113.15975,23.17375,2,0,0,0,0,0,0,0,0,0,0
79,90,里水镇,113.17775,23.18725,2,0,0,0,0,0,0,0,0,0,0
74,85,里水镇,113.15525,23.16475,2,0,0,0,0,0,0,0,0,0,0
73,97,里水镇,113.15075,23.21875,6,0,0,0,0,0,0,0,0,0,0
71,85,里水镇,113.14175,23.16475,1,0,0,0,0,0,0,0,0,0,0
82,91,里水镇,113.19125,23.19175,2,0,0,0,0,0,0,0,0,0,0
73,83,里水镇,113.15075,23.15575,3,0,0,0,0,0,0,0,0,0,0
81,90,里水镇,113.18675,23.18725,9,0,0,0,0,0,0,0,0,0,0
73,89,里水镇,113.15075,23.18275,1,0,0,0,0,0,0,0,0,0,0
77,80,里水镇,113.16875,23.14225,1,0,0,0,0,0,0,0,0,0,0
69,86,里水镇,113.13275,23.16925,1,0,0,0,0,0,0,0,0,0,0
77,81,里水镇,113.16875,23.14675,1,0,0,0,0,0,0,0,0,0,0
74,80,里水镇,113.15525,23.14225,8,0,0,0,0,0,0,0,0,0,0
81,91,里水镇,113.18675,23.19175,3,0,0,0,0,0,0,0,0,0,0
82,89,里水镇,113.19125,23.18275,9,0,0,0,0,0,0,0,0,0,0
70,84,里水镇,113.13725,23.16025,1,0,0,0,0,0,0,0,0,0,0
77,99,里水镇,113.16875,23.22775,5,0,0,0,0,0,0,0,0,0,0
82,88,里水镇,113.19125,23.17825,3,0,0,0,0,0,0,0,0,0,0
75,86,里水镇,113.15975,23.16925,2,0,0,0,0,0,0,0,0,0,0
83,94,里水镇,113.19575,23.20525,3,0,0,0,0,0,0,0,0,0,0
77,89,里水镇,113.16875,23.18275,1,0,0,0,0,0,0,0,0,0,0
72,84,里水镇,113.14625,23.16025,2,0,0,0,0,0,0,0,0,0,0
69,96,里水镇,113.13275,23.21425,4,0,0,0,0,0,0,0,0,0,0
64,95,里水镇,113.11025,23.20975,1,0,0,0,0,0,0,0,0,0,0
72,91,里水镇,113.14625,23.19175,1,0,0,0,0,0,0,0,0,0,0
78,89,里水镇,113.17325,23.18275,4,0,0,0,0,0,0,0,0,0,0
77,92,里水镇,113.16875,23.19625,1,0,0,0,0,0,0,0,0,0,0
74,94,里水镇,113.15525,23.20525,2,0,0,0,0,0,0,0,0,0,0
72,98,里水镇,113.14625,23.22325,4,0,0,0,0,0,0,0,0,0,0
68,86,里水镇,113.12825,23.16925,1,0,0,0,0,0,0,0,0,0,0
69,84,里水镇,113.13275,23.16025,1,0,0,0,0,0,0,0,0,0,0
70,91,里水镇,113.13725,23.19175,1,0,0,0,0,0,0,0,0,0,0
72,97,里水镇,113.14625,23.21875,3,0,0,0,0,0,0,0,0,0,0
84,91,里水镇,113.20025,23.19175,10,0,0,0,0,0,0,0,0,0,0
76,88,里水镇,113.16425,23.17825,2,0,0,0,0,0,0,0,0,0,0
78,95,里水镇,113.17325,23.20975,3,0,0,0,0,0,0,0,0,0,0
73,98,里水镇,113.15075,23.22325,2,0,0,0,0,0,0,0,0,0,0
68,84,里水镇,113.12825,23.16025,2,0,0,0,0,0,0,0,0,0,0
82,92,里水镇,113.19125,23.19625,1,0,0,0,0,0,0,0,0,0,0
67,85,里水镇,113.12375,23.16475,2,0,0,0,0,0,0,0,0,0,0
66,92,里水镇,113.11925,23.19625,2,0,0,0,0,0,0,0,0,0,0
74,99,里水镇,113.15525,23.22775,1,0,0,0,0,0,0,0,0,0,0
75,82,里水镇,113.15975,23.15125,1,0,0,0,0,0,0,0,0,0,0
65,93,里水镇,113.11475,23.20075,1,0,0,0,0,0,0,0,0,0,0
71,83,里水镇,113.14175,23.15575,2,0,0,0,0,0,0,0,0,0,0
69,85,里水镇,113.13275,23.16475,1,0,0,0,0,0,0,0,0,0,0
62,94,里水镇,113.10125,23.20525,1,0,0,0,0,0,0,0,0,0,0
81,89,里水镇,113.18675,23.18275,1,0,0,0,0,0,0,0,0,0,0
75,80,里水镇,113.15975,23.14225,2,0,0,0,0,0,0,0,0,0,0
76,79,里水镇,113.16425,23.13775,1,0,0,0,0,0,0,0,0,0,0
63,97,里水镇,113.10575,23.21875,1,0,0,0,0,0,0,0,0,0,0
72,80,里水镇,113.14625,23.14225,1,0,0,0,0,0,0,0,0,0,0
68,93,里水镇,113.12825,23.20075,1,0,0,0,0,0,0,0,0,0,0
63,93,里水镇,113.10575,23.20075,1,0,0,0,0,0,0,0,0,0,0
72,88,里水镇,113.14625,23.17825,1,0,0,0,0,0,0,0,0,0,0
79,88,里水镇,113.17775,23.17825,2,0,0,0,0,0,0,0,0,0,0
75,90,里水镇,113.15975,23.18725,1,0,0,0,0,0,0,0,0,0,0
73,94,里水镇,113.15075,23.20525,1,0,0,0,0,0,0,0,0,0,0
81,95,里水镇,113.18675,23.20975,1,0,0,0,0,0,0,0,0,0,0
61,97,里水镇,113.09675,23.21875,1,0,0,0,0,0,0,0,0,0,0
70,85,里水镇,113.13725,23.16475,1,0,0,0,0,0,0,0,0,0,0
61,94,里水镇,113.09675,23.20525,1,0,0,0,0,0,0,0,0,0,0
77,86,里水镇,113.16875,23.16925,1,0,0,0,0,0,0,0,0,0,0
73,84,里水镇,113.15075,23.16025,1,0,0,0,0,0,0,0,0,0,0
77,85,里水镇,113.16875,23.16475,1,0,0,0,0,0,0,0,0,0,0
67,87,里水镇,113.12375,23.17375,1,0,0,0,0,0,0,0,0,0,0
