record_id,source_file,source_type,resource_class,sub_class,level,name,era,address,town,target_geometry,lng,lat,spatial_method,spatial_confidence,matched_existing_anchor,matched_poi,dedup_status,dedup_match,centroid_town
IH_0126,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,长贤钟氏大宗祠,清代,广东省佛山市南海区狮山镇罗洞村委会长贤村一巷1号右侧,狮山镇,point,113.113536,23.097179,poi_name_fuzzy,0.84,,钟氏大宗祠,new_candidate,,大沥镇
IH_0127,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,典型风格建筑或者构筑物,尚未核定公布为文物保护单位的不可移动文物,十义杨公祠,近现代,广东省佛山市南海区狮山镇红星社区居委会泮边村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0128,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,白鹤田李氏宗祠,清代,广东省佛山市南海区狮山镇红星社区居委会白鹤田村,狮山镇,point,112.99534,23.19254,poi_name_fuzzy,0.84,,李氏宗祠,new_candidate,,狮山镇
IH_0129,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,塘头白氏大宗祠,清代,广东省佛山市南海区狮山镇塘头社区居委会塘头村仁后里1号侧,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0130,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,添润李公祠,清代,广东省佛山市南海区狮山镇红星社区居委会石头村村前6号,狮山镇,point,112.989743,23.199256,poi_name_exact,0.94,,添润李公祠,matched_poi_only,添润李公祠,狮山镇
IH_0131,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,养正蒙氏宗祠,清代,广东省佛山市南海区狮山镇罗村沙坑社区居委会养正村三巷1号,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0132,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,子法刘公祠,清代,广东省佛山市南海区狮山镇官窑社区居委会厚西村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0133,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,澎边澎溪古庙,清代,广东省佛山市南海区狮山镇石澎村委会澎边村东边,狮山镇,point,113.039235,23.219168,poi_name_fuzzy,0.84,,澎溪古庙,new_candidate,,狮山镇
IH_0134,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,东谷吴公祠,清代,广东省佛山市南海区狮山镇吴屋村委会吴东村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0135,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,浩忠周公祠,清代,广东省佛山市南海区狮山镇永和村委会鸪西村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0136,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,大祖周公祠,清代,广东省佛山市南海区狮山镇永和村委会鸪西村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0137,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,简元杨公祠,清代,广东省佛山市南海区狮山镇红星社区居委会泮边村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0138,不可移动文物Excel.xls,不可移动文物,古建筑,学堂书院（及其他文化教育建筑）,尚未核定公布为文物保护单位的不可移动文物,大榄榄溪社学,清代,广东省佛山市南海区狮山镇大榄社区居委会大榄幼儿园内,狮山镇,point,113.02664,23.193956,poi_name_fuzzy,0.84,,大榄榄溪社学-大榄抗日救亡活动旧址,new_candidate,,狮山镇
IH_0139,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,沥紫水彭氏大宗祠,清代,广东省佛山市南海区狮山镇永安社区居委会沥紫水村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0140,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,谭南严氏宗祠,清代,广东省佛山市南海区狮山镇永安社区居委会谭南村,狮山镇,point,113.008989,23.141172,poi_name_fuzzy,0.84,,严氏宗祠,new_candidate,,狮山镇
IH_0141,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,善乐刘公祠,清代,广东省佛山市南海区狮山镇永安社区居委会古岗村,狮山镇,point,113.065563,23.217019,poi_name_exact,0.94,,善乐刘公祠,matched_poi_only,善乐刘公祠,狮山镇
IH_0142,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,古岗刘氏大宗祠,清代,广东省佛山市南海区狮山镇永安社区居委会古岗村,狮山镇,point,113.074893,23.225188,poi_name_fuzzy,0.84,,刘氏大宗祠,new_candidate,,狮山镇
IH_0143,不可移动文物Excel.xls,不可移动文物,古建筑,学堂书院（及其他文化教育建筑）,尚未核定公布为文物保护单位的不可移动文物,七甫铁网书屋,清代,广东省佛山市南海区狮山镇七甫社区居委会第九村七甫大街45号,狮山镇,point,113.084716,23.237324,poi_name_fuzzy,0.84,,铁网书屋,new_candidate,,狮山镇
IH_0144,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,大岗黄氏宗祠,清代,广东省佛山市南海区狮山镇群岗社区居委会大岗二村,狮山镇,point,113.105668,23.206358,poi_name_fuzzy,0.84,,黄氏宗祠,new_candidate,,里水镇
IH_0145,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,仲义唐公祠,清代,广东省佛山市南海区狮山镇唐边村委会仁福村一巷1号,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0146,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,纯阳吕公祠,清代,广东省佛山市南海区狮山镇七甫社区居委会吕村村吕村公园内,狮山镇,point,113.087351,23.237694,poi_name_exact,0.94,,纯阳吕公祠,matched_poi_only,纯阳吕公祠,狮山镇
