ix,iy,clng,clat,town,official_count,immovable_count,museum_count,historical_area_count,historical_street_count
25,49,112.95275,23.02075,丹灶镇,0,0,0,0,0
25,50,112.95275,23.02525,丹灶镇,0,0,0,0,0
25,51,112.95275,23.02975,丹灶镇,0,0,0,0,0
25,52,112.95275,23.03425,丹灶镇,0,0,0,0,0
25,53,112.95275,23.03875,丹灶镇,0,0,0,0,0
25,54,112.95275,23.04325,丹灶镇,0,0,0,0,0
25,55,112.95275,23.04775,丹灶镇,0,0,0,0,0
25,56,112.95275,23.05225,丹灶镇,0,0,0,0,0
25,57,112.95275,23.05675,丹灶镇,0,0,0,0,0
25,58,112.95275,23.06125,丹灶镇,0,0,0,0,0
25,59,112.95275,23.06575,丹灶镇,0,0,0,0,0
25,60,112.95275,23.07025,丹灶镇,0,0,0,0,0
25,61,112.95275,23.07475,丹灶镇,0,0,0,0,0
25,62,112.95275,23.07925,丹灶镇,0,0,0,0,0
25,63,112.95275,23.08375,丹灶镇,0,0,0,0,0
25,64,112.95275,23.08825,丹灶镇,0,0,0,0,0
25,65,112.95275,23.09275,丹灶镇,0,0,0,0,0
25,66,112.95275,23.09725,丹灶镇,0,0,0,0,0
25,67,112.95275,23.10175,丹灶镇,0,0,0,0,0
25,68,112.95275,23.10625,狮山镇,0,0,0,0,0
25,69,112.95275,23.11075,狮山镇,0,0,0,0,0
25,70,112.95275,23.11525,狮山镇,0,0,0,0,0
25,71,112.95275,23.11975,狮山镇,0,0,0,0,0
25,72,112.95275,23.12425,狮山镇,0,0,0,0,0
25,73,112.95275,23.12875,狮山镇,0,0,0,0,0
25,74,112.95275,23.13325,狮山镇,0,0,0,0,0
25,75,112.95275,23.13775,狮山镇,0,0,0,0,0
25,76,112.95275,23.14225,狮山镇,0,0,0,0,0
25,77,112.95275,23.14675,狮山镇,0,0,0,0,0
25,78,112.95275,23.15125,狮山镇,0,0,0,0,0
25,79,112.95275,23.15575,狮山镇,0,0,0,0,0
25,80,112.95275,23.16025,狮山镇,0,0,0,0,0
25,81,112.95275,23.16475,狮山镇,0,0,0,0,0
25,82,112.95275,23.16925,狮山镇,0,0,0,0,0
25,83,112.95275,23.17375,狮山镇,0,0,0,0,0
25,84,112.95275,23.17825,狮山镇,0,0,0,0,0
25,85,112.95275,23.18275,狮山镇,0,0,0,0,0
25,86,112.95275,23.18725,狮山镇,0,0,0,0,0
25,87,112.95275,23.19175,狮山镇,0,0,0,0,0
25,88,112.95275,23.19625,狮山镇,0,0,0,0,0
25,89,112.95275,23.20075,狮山镇,0,0,0,0,0
25,90,112.95275,23.20525,狮山镇,0,0,0,0,0
25,91,112.95275,23.20975,狮山镇,0,0,0,0,0
25,92,112.95275,23.21425,狮山镇,0,0,0,0,0
25,93,112.95275,23.21875,狮山镇,0,0,0,0,0
25,94,112.95275,23.22325,狮山镇,0,0,0,0,0
26,7,112.95725,22.83175,九江镇,0,0,0,0,0
26,8,112.95725,22.83625,九江镇,0,0,0,0,0
26,9,112.95725,22.84075,九江镇,0,0,0,0,0
26,10,112.95725,22.84525,九江镇,0,0,0,0,0
26,11,112.95725,22.84975,九江镇,0,0,0,0,0
26,12,112.95725,22.85425,九江镇,0,0,0,0,0
26,13,112.95725,22.85875,九江镇,0,0,0,0,0
26,14,112.95725,22.86325,九江镇,31,30,0,0,1
26,15,112.95725,22.86775,九江镇,30,30,0,0,0
26,16,112.95725,22.87225,九江镇,3,1,0,2,0
26,17,112.95725,22.87675,西樵镇,1,0,0,1,0
26,18,112.95725,22.88125,九江镇,0,0,0,0,0
26,19,112.95725,22.88575,西樵镇,1,0,0,1,0
26,20,112.95725,22.89025,西樵镇,1,0,0,1,0
26,21,112.95725,22.89475,西樵镇,1,0,0,1,0
26,22,112.95725,22.89925,西樵镇,1,0,0,1,0
26,23,112.95725,22.90375,西樵镇,1,0,0,1,0
26,24,112.95725,22.90825,西樵镇,1,0,0,1,0
26,25,112.95725,22.91275,西樵镇,1,0,0,1,0
26,26,112.95725,22.91725,西樵镇,1,0,0,1,0
26,27,112.95725,22.92175,西樵镇,1,0,0,1,0
26,28,112.95725,22.92625,西樵镇,1,0,0,1,0
26,29,112.95725,22.93075,西樵镇,1,0,0,1,0
26,30,112.95725,22.93525,西樵镇,1,0,0,1,0
26,31,112.95725,22.93975,西樵镇,1,0,0,1,0
26,32,112.95725,22.94425,西樵镇,1,0,0,1,0
26,33,112.95725,22.94875,西樵镇,1,0,0,1,0
26,34,112.95725,22.95325,西樵镇,1,0,0,1,0
26,35,112.95725,22.95775,西樵镇,1,0,0,1,0
26,36,112.95725,22.96225,西樵镇,1,0,0,1,0
26,37,112.95725,22.96675,西樵镇,1,0,0,1,0
26,38,112.95725,22.97125,西樵镇,1,0,0,1,0
26,39,112.95725,22.97575,西樵镇,1,0,0,1,0
26,40,112.95725,22.98025,西樵镇,1,0,0,1,0
26,41,112.95725,22.98475,西樵镇,1,0,0,1,0
26,42,112.95725,22.98925,西樵镇,1,0,0,1,0
26,43,112.95725,22.99375,西樵镇,1,0,0,1,0
26,44,112.95725,22.99825,丹灶镇,0,0,0,0,0
26,45,112.95725,23.00275,丹灶镇,0,0,0,0,0
26,46,112.95725,23.00725,丹灶镇,0,0,0,0,0
26,47,112.95725,23.01175,丹灶镇,0,0,0,0,0
26,48,112.95725,23.01625,丹灶镇,0,0,0,0,0
26,49,112.95725,23.02075,丹灶镇,0,0,0,0,0
26,50,112.95725,23.02525,丹灶镇,0,0,0,0,0
26,51,112.95725,23.02975,丹灶镇,0,0,0,0,0
26,52,112.95725,23.03425,丹灶镇,0,0,0,0,0
26,53,112.95725,23.03875,丹灶镇,0,0,0,0,0
26,54,112.95725,23.04325,丹灶镇,0,0,0,0,0
26,55,112.95725,23.04775,丹灶镇,0,0,0,0,0
26,56,112.95725,23.05225,丹灶镇,0,0,0,0,0
26,57,112.95725,23.05675,丹灶镇,0,0,0,0,0
26,58,112.95725,23.06125,丹灶镇,0,0,0,0,0
26,59,112.95725,23.06575,丹灶镇,0,0,0,0,0
26,60,112.95725,23.07025,丹灶镇,0,0,0,0,0
26,61,112.95725,23.07475,丹灶镇,0,0,0,0,0
26,62,112.95725,23.07925,丹灶镇,0,0,0,0,0
26,63,112.95725,23.08375,丹灶镇,0,0,0,0,0
26,64,112.95725,23.08825,丹灶镇,0,0,0,0,0
26,65,112.95725,23.09275,丹灶镇,0,0,0,0,0
26,66,112.95725,23.09725,狮山镇,0,0,0,0,0
26,67,112.95725,23.10175,狮山镇,0,0,0,0,0
26,68,112.95725,23.10625,狮山镇,0,0,0,0,0
26,69,112.95725,23.11075,狮山镇,0,0,0,0,0
26,70,112.95725,23.11525,狮山镇,0,0,0,0,0
26,71,112.95725,23.11975,狮山镇,0,0,0,0,0
26,72,112.95725,23.12425,狮山镇,0,0,0,0,0
26,73,112.95725,23.12875,狮山镇,0,0,0,0,0
26,74,112.95725,23.13325,狮山镇,0,0,0,0,0
26,75,112.95725,23.13775,狮山镇,0,0,0,0,0
26,76,112.95725,23.14225,狮山镇,0,0,0,0,0
26,77,112.95725,23.14675,狮山镇,0,0,0,0,0
26,78,112.95725,23.15125,狮山镇,0,0,0,0,0
26,79,112.95725,23.15575,狮山镇,0,0,0,0,0
26,80,112.95725,23.16025,狮山镇,0,0,0,0,0
26,81,112.95725,23.16475,狮山镇,0,0,0,0,0
26,82,112.95725,23.16925,狮山镇,0,0,0,0,0
26,83,112.95725,23.17375,狮山镇,0,0,0,0,0
26,84,112.95725,23.17825,狮山镇,0,0,0,0,0
26,85,112.95725,23.18275,狮山镇,0,0,0,0,0
26,86,112.95725,23.18725,狮山镇,0,0,0,0,0
26,87,112.95725,23.19175,狮山镇,0,0,0,0,0
26,88,112.95725,23.19625,狮山镇,0,0,0,0,0
26,89,112.95725,23.20075,狮山镇,0,0,0,0,0
26,90,112.95725,23.20525,狮山镇,1,1,0,0,0
26,91,112.95725,23.20975,狮山镇,0,0,0,0,0
26,92,112.95725,23.21425,狮山镇,0,0,0,0,0
26,93,112.95725,23.21875,狮山镇,1,1,0,0,0
26,94,112.95725,23.22325,狮山镇,0,0,0,0,0
27,7,112.96175,22.83175,九江镇,0,0,0,0,0
27,8,112.96175,22.83625,九江镇,0,0,0,0,0
27,9,112.96175,22.84075,九江镇,0,0,0,0,0
27,10,112.96175,22.84525,九江镇,0,0,0,0,0
27,11,112.96175,22.84975,九江镇,0,0,0,0,0
27,12,112.96175,22.85425,九江镇,0,0,0,0,0
27,13,112.96175,22.85875,九江镇,0,0,0,0,0
27,14,112.96175,22.86325,九江镇,30,30,0,0,0
27,15,112.96175,22.86775,九江镇,30,30,0,0,0
27,16,112.96175,22.87225,西樵镇,5,2,0,3,0
27,17,112.96175,22.87675,西樵镇,1,0,0,1,0
27,18,112.96175,22.88125,西樵镇,1,0,0,1,0
27,19,112.96175,22.88575,西樵镇,1,0,0,1,0
27,20,112.96175,22.89025,西樵镇,1,0,0,1,0
27,21,112.96175,22.89475,西樵镇,1,0,0,1,0
27,22,112.96175,22.89925,西樵镇,1,0,0,1,0
27,23,112.96175,22.90375,西樵镇,1,0,0,1,0
27,24,112.96175,22.90825,西樵镇,1,0,0,1,0
27,25,112.96175,22.91275,西樵镇,2,1,0,1,0
27,26,112.96175,22.91725,西樵镇,1,0,0,1,0
27,27,112.96175,22.92175,西樵镇,2,1,0,1,0
27,28,112.96175,22.92625,西樵镇,1,0,0,1,0
27,29,112.96175,22.93075,西樵镇,9,8,0,1,0
27,30,112.96175,22.93525,西樵镇,10,9,0,1,0
27,31,112.96175,22.93975,西樵镇,1,0,0,1,0
27,32,112.96175,22.94425,西樵镇,1,0,0,1,0
27,33,112.96175,22.94875,西樵镇,1,0,0,1,0
27,34,112.96175,22.95325,西樵镇,4,0,0,4,0
27,35,112.96175,22.95775,西樵镇,1,0,0,1,0
27,36,112.96175,22.96225,西樵镇,1,0,0,1,0
27,37,112.96175,22.96675,西樵镇,5,4,0,1,0
27,38,112.96175,22.97125,西樵镇,1,0,0,1,0
27,39,112.96175,22.97575,西樵镇,1,0,0,1,0
27,40,112.96175,22.98025,西樵镇,1,0,0,1,0
27,41,112.96175,22.98475,西樵镇,1,0,0,1,0
27,42,112.96175,22.98925,西樵镇,1,0,0,1,0
27,43,112.96175,22.99375,丹灶镇,0,0,0,0,0
27,44,112.96175,22.99825,丹灶镇,0,0,0,0,0
27,45,112.96175,23.00275,丹灶镇,0,0,0,0,0
27,46,112.96175,23.00725,丹灶镇,0,0,0,0,0
27,47,112.96175,23.01175,丹灶镇,0,0,0,0,0
27,48,112.96175,23.01625,丹灶镇,0,0,0,0,0
27,49,112.96175,23.02075,丹灶镇,0,0,0,0,0
27,50,112.96175,23.02525,丹灶镇,0,0,0,0,0
27,51,112.96175,23.02975,丹灶镇,1,1,0,0,0
27,52,112.96175,23.03425,丹灶镇,0,0,0,0,0
27,53,112.96175,23.03875,丹灶镇,0,0,0,0,0
27,54,112.96175,23.04325,丹灶镇,0,0,0,0,0
27,55,112.96175,23.04775,丹灶镇,0,0,0,0,0
27,56,112.96175,23.05225,丹灶镇,0,0,0,0,0
27,57,112.96175,23.05675,丹灶镇,0,0,0,0,0
27,58,112.96175,23.06125,丹灶镇,0,0,0,0,0
27,59,112.96175,23.06575,丹灶镇,0,0,0,0,0
27,60,112.96175,23.07025,丹灶镇,0,0,0,0,0
27,61,112.96175,23.07475,丹灶镇,0,0,0,0,0
27,62,112.96175,23.07925,丹灶镇,0,0,0,0,0
27,63,112.96175,23.08375,丹灶镇,0,0,0,0,0
27,64,112.96175,23.08825,丹灶镇,0,0,0,0,0
27,65,112.96175,23.09275,狮山镇,0,0,0,0,0
27,66,112.96175,23.09725,狮山镇,0,0,0,0,0
27,67,112.96175,23.10175,狮山镇,0,0,0,0,0
27,68,112.96175,23.10625,狮山镇,0,0,0,0,0
27,69,112.96175,23.11075,狮山镇,0,0,0,0,0
27,70,112.96175,23.11525,狮山镇,0,0,0,0,0
27,71,112.96175,23.11975,狮山镇,0,0,0,0,0
27,72,112.96175,23.12425,狮山镇,0,0,0,0,0
27,73,112.96175,23.12875,狮山镇,0,0,0,0,0
27,74,112.96175,23.13325,狮山镇,0,0,0,0,0
27,75,112.96175,23.13775,狮山镇,0,0,0,0,0
27,76,112.96175,23.14225,狮山镇,0,0,0,0,0
27,77,112.96175,23.14675,狮山镇,0,0,0,0,0
27,78,112.96175,23.15125,狮山镇,0,0,0,0,0
27,79,112.96175,23.15575,狮山镇,0,0,0,0,0
27,80,112.96175,23.16025,狮山镇,0,0,0,0,0
27,81,112.96175,23.16475,狮山镇,0,0,0,0,0
27,82,112.96175,23.16925,狮山镇,0,0,0,0,0
27,83,112.96175,23.17375,狮山镇,0,0,0,0,0
27,84,112.96175,23.17825,狮山镇,0,0,0,0,0
27,85,112.96175,23.18275,狮山镇,0,0,0,0,0
27,86,112.96175,23.18725,狮山镇,0,0,0,0,0
27,87,112.96175,23.19175,狮山镇,0,0,0,0,0
27,88,112.96175,23.19625,狮山镇,0,0,0,0,0
27,89,112.96175,23.20075,狮山镇,0,0,0,0,0
27,90,112.96175,23.20525,狮山镇,0,0,0,0,0
27,91,112.96175,23.20975,狮山镇,0,0,0,0,0
27,92,112.96175,23.21425,狮山镇,0,0,0,0,0
27,93,112.96175,23.21875,狮山镇,1,1,0,0,0
27,94,112.96175,23.22325,狮山镇,0,0,0,0,0
28,6,112.96625,22.82725,九江镇,0,0,0,0,0
28,7,112.96625,22.83175,九江镇,0,0,0,0,0
28,8,112.96625,22.83625,九江镇,0,0,0,0,0
28,9,112.96625,22.84075,九江镇,0,0,0,0,0
28,10,112.96625,22.84525,九江镇,0,0,0,0,0
28,11,112.96625,22.84975,九江镇,0,0,0,0,0
28,12,112.96625,22.85425,九江镇,0,0,0,0,0
28,13,112.96625,22.85875,九江镇,0,0,0,0,0
28,14,112.96625,22.86325,九江镇,0,0,0,0,0
28,15,112.96625,22.86775,九江镇,0,0,0,0,0
28,16,112.96625,22.87225,西樵镇,1,0,0,1,0
28,17,112.96625,22.87675,西樵镇,3,0,0,3,0
28,18,112.96625,22.88125,西樵镇,3,0,0,3,0
28,19,112.96625,22.88575,西樵镇,1,0,0,1,0
28,20,112.96625,22.89025,西樵镇,1,0,0,1,0
28,21,112.96625,22.89475,西樵镇,1,0,0,1,0
28,22,112.96625,22.89925,西樵镇,1,0,0,1,0
28,23,112.96625,22.90375,西樵镇,1,0,0,1,0
28,24,112.96625,22.90825,西樵镇,1,0,0,1,0
28,25,112.96625,22.91275,西樵镇,1,0,0,1,0
28,26,112.96625,22.91725,西樵镇,1,0,0,1,0
28,27,112.96625,22.92175,西樵镇,1,0,0,1,0
28,28,112.96625,22.92625,西樵镇,1,0,0,1,0
28,29,112.96625,22.93075,西樵镇,11,10,0,1,0
28,30,112.96625,22.93525,西樵镇,11,10,0,1,0
28,31,112.96625,22.93975,西樵镇,2,1,0,1,0
28,32,112.96625,22.94425,西樵镇,3,1,0,1,1
28,33,112.96625,22.94875,西樵镇,1,0,0,1,0
28,34,112.96625,22.95325,西樵镇,4,0,0,4,0
28,35,112.96625,22.95775,西樵镇,1,0,0,1,0
28,36,112.96625,22.96225,西樵镇,1,0,0,1,0
28,37,112.96625,22.96675,西樵镇,1,0,0,1,0
28,38,112.96625,22.97125,西樵镇,1,0,0,1,0
28,39,112.96625,22.97575,西樵镇,1,0,0,1,0
28,40,112.96625,22.98025,西樵镇,1,0,0,1,0
28,41,112.96625,22.98475,西樵镇,1,0,0,1,0
28,42,112.96625,22.98925,丹灶镇,0,0,0,0,0
28,43,112.96625,22.99375,丹灶镇,0,0,0,0,0
28,44,112.96625,22.99825,丹灶镇,0,0,0,0,0
28,45,112.96625,23.00275,丹灶镇,0,0,0,0,0
28,46,112.96625,23.00725,丹灶镇,0,0,0,0,0
28,47,112.96625,23.01175,丹灶镇,0,0,0,0,0
28,48,112.96625,23.01625,丹灶镇,0,0,0,0,0
28,49,112.96625,23.02075,丹灶镇,0,0,0,0,0
28,50,112.96625,23.02525,丹灶镇,0,0,0,0,0
28,51,112.96625,23.02975,丹灶镇,1,1,0,0,0
28,52,112.96625,23.03425,丹灶镇,0,0,0,0,0
28,53,112.96625,23.03875,丹灶镇,0,0,0,0,0
28,54,112.96625,23.04325,丹灶镇,0,0,0,0,0
28,55,112.96625,23.04775,丹灶镇,0,0,0,0,0
28,56,112.96625,23.05225,丹灶镇,0,0,0,0,0
28,57,112.96625,23.05675,丹灶镇,0,0,0,0,0
28,58,112.96625,23.06125,丹灶镇,0,0,0,0,0
28,59,112.96625,23.06575,丹灶镇,0,0,0,0,0
28,60,112.96625,23.07025,丹灶镇,0,0,0,0,0
28,61,112.96625,23.07475,丹灶镇,0,0,0,0,0
28,62,112.96625,23.07925,丹灶镇,0,0,0,0,0
28,63,112.96625,23.08375,丹灶镇,0,0,0,0,0
28,64,112.96625,23.08825,狮山镇,0,0,0,0,0
28,65,112.96625,23.09275,狮山镇,0,0,0,0,0
28,66,112.96625,23.09725,狮山镇,0,0,0,0,0
28,67,112.96625,23.10175,狮山镇,0,0,0,0,0
28,68,112.96625,23.10625,狮山镇,0,0,0,0,0
28,69,112.96625,23.11075,狮山镇,0,0,0,0,0
28,70,112.96625,23.11525,狮山镇,0,0,0,0,0
28,71,112.96625,23.11975,狮山镇,0,0,0,0,0
28,72,112.96625,23.12425,狮山镇,0,0,0,0,0
28,73,112.96625,23.12875,狮山镇,0,0,0,0,0
28,74,112.96625,23.13325,狮山镇,0,0,0,0,0
28,75,112.96625,23.13775,狮山镇,0,0,0,0,0
28,76,112.96625,23.14225,狮山镇,0,0,0,0,0
28,77,112.96625,23.14675,狮山镇,0,0,0,0,0
28,78,112.96625,23.15125,狮山镇,0,0,0,0,0
28,79,112.96625,23.15575,狮山镇,0,0,0,0,0
28,80,112.96625,23.16025,狮山镇,0,0,0,0,0
28,81,112.96625,23.16475,狮山镇,0,0,0,0,0
28,82,112.96625,23.16925,狮山镇,0,0,0,0,0
28,83,112.96625,23.17375,狮山镇,0,0,0,0,0
28,84,112.96625,23.17825,狮山镇,0,0,0,0,0
28,85,112.96625,23.18275,狮山镇,0,0,0,0,0
28,86,112.96625,23.18725,狮山镇,0,0,0,0,0
28,87,112.96625,23.19175,狮山镇,0,0,0,0,0
28,88,112.96625,23.19625,狮山镇,0,0,0,0,0
28,89,112.96625,23.20075,狮山镇,0,0,0,0,0
28,90,112.96625,23.20525,狮山镇,0,0,0,0,0
28,91,112.96625,23.20975,狮山镇,0,0,0,0,0
28,92,112.96625,23.21425,狮山镇,0,0,0,0,0
28,93,112.96625,23.21875,狮山镇,0,0,0,0,0
28,94,112.96625,23.22325,狮山镇,0,0,0,0,0
29,4,112.97075,22.81825,九江镇,0,0,0,0,0
29,5,112.97075,22.82275,九江镇,0,0,0,0,0
29,6,112.97075,22.82725,九江镇,0,0,0,0,0
29,7,112.97075,22.83175,九江镇,0,0,0,0,0
29,8,112.97075,22.83625,九江镇,0,0,0,0,0
29,9,112.97075,22.84075,九江镇,0,0,0,0,0
29,10,112.97075,22.84525,九江镇,0,0,0,0,0
29,11,112.97075,22.84975,九江镇,0,0,0,0,0
29,12,112.97075,22.85425,九江镇,0,0,0,0,0
29,13,112.97075,22.85875,九江镇,0,0,0,0,0
29,14,112.97075,22.86325,九江镇,0,0,0,0,0
29,15,112.97075,22.86775,九江镇,0,0,0,0,0
29,16,112.97075,22.87225,西樵镇,1,0,0,1,0
29,17,112.97075,22.87675,西樵镇,1,0,0,1,0
29,18,112.97075,22.88125,西樵镇,1,0,0,1,0
29,19,112.97075,22.88575,西樵镇,1,0,0,1,0
29,20,112.97075,22.89025,西樵镇,1,0,0,1,0
29,21,112.97075,22.89475,西樵镇,1,0,0,1,0
29,22,112.97075,22.89925,西樵镇,1,0,0,1,0
29,23,112.97075,22.90375,西樵镇,1,0,0,1,0
29,24,112.97075,22.90825,西樵镇,1,0,0,1,0
29,25,112.97075,22.91275,西樵镇,1,0,0,1,0
29,26,112.97075,22.91725,西樵镇,4,3,0,1,0
29,27,112.97075,22.92175,西樵镇,4,3,0,1,0
29,28,112.97075,22.92625,西樵镇,1,0,0,1,0
29,29,112.97075,22.93075,西樵镇,8,7,0,1,0
29,30,112.97075,22.93525,西樵镇,1,0,0,1,0
29,31,112.97075,22.93975,西樵镇,3,2,0,1,0
29,32,112.97075,22.94425,西樵镇,2,1,0,1,0
29,33,112.97075,22.94875,西樵镇,1,0,0,1,0
29,34,112.97075,22.95325,西樵镇,1,0,0,1,0
29,35,112.97075,22.95775,西樵镇,1,0,0,1,0
29,36,112.97075,22.96225,西樵镇,1,0,0,1,0
29,37,112.97075,22.96675,西樵镇,1,0,0,1,0
29,38,112.97075,22.97125,西樵镇,1,0,0,1,0
29,39,112.97075,22.97575,西樵镇,1,0,0,1,0
29,40,112.97075,22.98025,西樵镇,1,0,0,1,0
29,41,112.97075,22.98475,丹灶镇,0,0,0,0,0
29,42,112.97075,22.98925,丹灶镇,0,0,0,0,0
29,43,112.97075,22.99375,丹灶镇,0,0,0,0,0
29,44,112.97075,22.99825,丹灶镇,0,0,0,0,0
29,45,112.97075,23.00275,丹灶镇,0,0,0,0,0
29,46,112.97075,23.00725,丹灶镇,0,0,0,0,0
29,47,112.97075,23.01175,丹灶镇,0,0,0,0,0
29,48,112.97075,23.01625,丹灶镇,0,0,0,0,0
29,49,112.97075,23.02075,丹灶镇,0,0,0,0,0
29,50,112.97075,23.02525,丹灶镇,0,0,0,0,0
29,51,112.97075,23.02975,丹灶镇,0,0,0,0,0
29,52,112.97075,23.03425,丹灶镇,0,0,0,0,0
29,53,112.97075,23.03875,丹灶镇,0,0,0,0,0
29,54,112.97075,23.04325,丹灶镇,0,0,0,0,0
29,55,112.97075,23.04775,丹灶镇,0,0,0,0,0
29,56,112.97075,23.05225,丹灶镇,0,0,0,0,0
29,57,112.97075,23.05675,丹灶镇,0,0,0,0,0
29,58,112.97075,23.06125,丹灶镇,0,0,0,0,0
29,59,112.97075,23.06575,丹灶镇,0,0,0,0,0
29,60,112.97075,23.07025,丹灶镇,0,0,0,0,0
29,61,112.97075,23.07475,狮山镇,0,0,0,0,0
29,62,112.97075,23.07925,狮山镇,0,0,0,0,0
29,63,112.97075,23.08375,狮山镇,0,0,0,0,0
29,64,112.97075,23.08825,狮山镇,0,0,0,0,0
29,65,112.97075,23.09275,狮山镇,0,0,0,0,0
29,66,112.97075,23.09725,狮山镇,0,0,0,0,0
29,67,112.97075,23.10175,狮山镇,0,0,0,0,0
29,68,112.97075,23.10625,狮山镇,0,0,0,0,0
29,69,112.97075,23.11075,狮山镇,0,0,0,0,0
29,70,112.97075,23.11525,狮山镇,0,0,0,0,0
29,71,112.97075,23.11975,狮山镇,0,0,0,0,0
29,72,112.97075,23.12425,狮山镇,0,0,0,0,0
29,73,112.97075,23.12875,狮山镇,0,0,0,0,0
29,74,112.97075,23.13325,狮山镇,0,0,0,0,0
29,75,112.97075,23.13775,狮山镇,0,0,0,0,0
29,76,112.97075,23.14225,狮山镇,0,0,0,0,0
29,77,112.97075,23.14675,狮山镇,0,0,0,0,0
29,78,112.97075,23.15125,狮山镇,0,0,0,0,0
29,79,112.97075,23.15575,狮山镇,0,0,0,0,0
29,80,112.97075,23.16025,狮山镇,0,0,0,0,0
29,81,112.97075,23.16475,狮山镇,0,0,0,0,0
29,82,112.97075,23.16925,狮山镇,0,0,0,0,0
29,83,112.97075,23.17375,狮山镇,0,0,0,0,0
29,84,112.97075,23.17825,狮山镇,0,0,0,0,0
29,85,112.97075,23.18275,狮山镇,0,0,0,0,0
29,86,112.97075,23.18725,狮山镇,0,0,0,0,0
29,87,112.97075,23.19175,狮山镇,0,0,0,0,0
29,88,112.97075,23.19625,狮山镇,0,0,0,0,0
29,89,112.97075,23.20075,狮山镇,0,0,0,0,0
29,90,112.97075,23.20525,狮山镇,0,0,0,0,0
29,91,112.97075,23.20975,狮山镇,0,0,0,0,0
29,92,112.97075,23.21425,狮山镇,0,0,0,0,0
29,93,112.97075,23.21875,狮山镇,0,0,0,0,0
29,94,112.97075,23.22325,狮山镇,0,0,0,0,0
29,95,112.97075,23.22775,狮山镇,0,0,0,0,0
29,96,112.97075,23.23225,未标注,0,0,0,0,0
30,2,112.97525,22.80925,九江镇,0,0,0,0,0
30,3,112.97525,22.81375,九江镇,0,0,0,0,0
30,4,112.97525,22.81825,九江镇,0,0,0,0,0
30,5,112.97525,22.82275,九江镇,0,0,0,0,0
30,6,112.97525,22.82725,九江镇,0,0,0,0,0
30,7,112.97525,22.83175,九江镇,0,0,0,0,0
30,8,112.97525,22.83625,九江镇,0,0,0,0,0
30,9,112.97525,22.84075,九江镇,0,0,0,0,0
30,10,112.97525,22.84525,九江镇,0,0,0,0,0
30,11,112.97525,22.84975,九江镇,0,0,0,0,0
30,12,112.97525,22.85425,九江镇,0,0,0,0,0
30,13,112.97525,22.85875,九江镇,0,0,0,0,0
30,14,112.97525,22.86325,九江镇,0,0,0,0,0
30,15,112.97525,22.86775,西樵镇,1,0,0,1,0
30,16,112.97525,22.87225,西樵镇,1,0,0,1,0
30,17,112.97525,22.87675,西樵镇,1,0,0,1,0
30,18,112.97525,22.88125,西樵镇,1,0,0,1,0
30,19,112.97525,22.88575,西樵镇,1,0,0,1,0
30,20,112.97525,22.89025,西樵镇,1,0,0,1,0
30,21,112.97525,22.89475,西樵镇,1,0,0,1,0
30,22,112.97525,22.89925,西樵镇,1,0,0,1,0
30,23,112.97525,22.90375,西樵镇,1,0,0,1,0
30,24,112.97525,22.90825,西樵镇,1,0,0,1,0
30,25,112.97525,22.91275,西樵镇,1,0,0,1,0
30,26,112.97525,22.91725,西樵镇,5,4,0,1,0
30,27,112.97525,22.92175,西樵镇,5,4,0,1,0
30,28,112.97525,22.92625,西樵镇,1,0,0,1,0
30,29,112.97525,22.93075,西樵镇,10,9,0,1,0
30,30,112.97525,22.93525,西樵镇,2,1,0,1,0
30,31,112.97525,22.93975,西樵镇,3,2,0,1,0
30,32,112.97525,22.94425,西樵镇,1,0,0,1,0
30,33,112.97525,22.94875,西樵镇,1,0,0,1,0
30,34,112.97525,22.95325,西樵镇,1,0,0,1,0
30,35,112.97525,22.95775,西樵镇,1,0,0,1,0
30,36,112.97525,22.96225,西樵镇,1,0,0,1,0
30,37,112.97525,22.96675,西樵镇,1,0,0,1,0
30,38,112.97525,22.97125,西樵镇,1,0,0,1,0
30,39,112.97525,22.97575,西樵镇,1,0,0,1,0
30,40,112.97525,22.98025,西樵镇,1,0,0,1,0
30,41,112.97525,22.98475,未标注,0,0,0,0,0
30,42,112.97525,22.98925,丹灶镇,0,0,0,0,0
30,43,112.97525,22.99375,丹灶镇,0,0,0,0,0
30,44,112.97525,22.99825,丹灶镇,0,0,0,0,0
30,45,112.97525,23.00275,丹灶镇,0,0,0,0,0
30,46,112.97525,23.00725,丹灶镇,0,0,0,0,0
30,47,112.97525,23.01175,丹灶镇,0,0,0,0,0
30,48,112.97525,23.01625,丹灶镇,0,0,0,0,0
30,49,112.97525,23.02075,丹灶镇,0,0,0,0,0
30,50,112.97525,23.02525,丹灶镇,0,0,0,0,0
30,51,112.97525,23.02975,丹灶镇,0,0,0,0,0
30,52,112.97525,23.03425,丹灶镇,0,0,0,0,0
30,53,112.97525,23.03875,丹灶镇,0,0,0,0,0
30,54,112.97525,23.04325,丹灶镇,0,0,0,0,0
30,55,112.97525,23.04775,丹灶镇,0,0,0,0,0
30,56,112.97525,23.05225,丹灶镇,0,0,0,0,0
30,57,112.97525,23.05675,丹灶镇,0,0,0,0,0
30,58,112.97525,23.06125,狮山镇,0,0,0,0,0
30,59,112.97525,23.06575,狮山镇,0,0,0,0,0
30,60,112.97525,23.07025,狮山镇,0,0,0,0,0
