ix,iy,clng,clat,town,official_count,immovable_count,museum_count,historical_area_count,historical_street_count
40,7,113.02025,22.83175,九江镇,3,2,1,0,0
40,8,113.02025,22.83625,九江镇,2,1,1,0,0
40,9,113.02025,22.84075,九江镇,0,0,0,0,0
40,10,113.02025,22.84525,未标注,0,0,0,0,0
40,11,113.02025,22.84975,未标注,0,0,0,0,0
40,19,113.02025,22.88575,九江镇,0,0,0,0,0
40,20,113.02025,22.89025,九江镇,0,0,0,0,0
40,21,113.02025,22.89475,九江镇,0,0,0,0,0
40,22,113.02025,22.89925,九江镇,0,0,0,0,0
40,23,113.02025,22.90375,九江镇,0,0,0,0,0
40,24,113.02025,22.90825,九江镇,0,0,0,0,0
40,25,113.02025,22.91275,九江镇,0,0,0,0,0
40,26,113.02025,22.91725,九江镇,0,0,0,0,0
40,27,113.02025,22.92175,九江镇,0,0,0,0,0
40,52,113.02025,23.03425,狮山镇,0,0,0,0,0
40,53,113.02025,23.03875,狮山镇,0,0,0,0,0
40,54,113.02025,23.04325,狮山镇,0,0,0,0,0
40,55,113.02025,23.04775,狮山镇,0,0,0,0,0
40,56,113.02025,23.05225,狮山镇,0,0,0,0,0
40,57,113.02025,23.05675,狮山镇,0,0,0,0,0
40,58,113.02025,23.06125,狮山镇,6,3,0,0,0
40,59,113.02025,23.06575,狮山镇,6,3,0,0,0
40,60,113.02025,23.07025,狮山镇,0,0,0,0,0
40,61,113.02025,23.07475,狮山镇,0,0,0,0,0
40,62,113.02025,23.07925,狮山镇,0,0,0,0,0
40,63,113.02025,23.08375,狮山镇,0,0,0,0,0
40,64,113.02025,23.08825,狮山镇,0,0,0,0,0
40,65,113.02025,23.09275,狮山镇,0,0,0,0,0
40,66,113.02025,23.09725,狮山镇,0,0,0,0,0
40,67,113.02025,23.10175,狮山镇,0,0,0,0,0
40,68,113.02025,23.10625,狮山镇,0,0,0,0,0
40,69,113.02025,23.11075,狮山镇,0,0,0,0,0
40,70,113.02025,23.11525,狮山镇,0,0,0,0,0
40,71,113.02025,23.11975,狮山镇,0,0,0,0,0
40,72,113.02025,23.12425,狮山镇,0,0,0,0,0
40,73,113.02025,23.12875,狮山镇,0,0,0,0,0
40,74,113.02025,23.13325,狮山镇,0,0,0,0,0
40,75,113.02025,23.13775,狮山镇,0,0,0,0,0
40,76,113.02025,23.14225,狮山镇,0,0,0,0,0
40,77,113.02025,23.14675,狮山镇,0,0,0,0,0
40,78,113.02025,23.15125,狮山镇,0,0,0,0,0
40,79,113.02025,23.15575,狮山镇,0,0,0,0,0
40,80,113.02025,23.16025,狮山镇,0,0,0,0,0
40,81,113.02025,23.16475,狮山镇,0,0,0,0,0
40,82,113.02025,23.16925,狮山镇,0,0,0,0,0
40,83,113.02025,23.17375,狮山镇,0,0,0,0,0
40,84,113.02025,23.17825,狮山镇,0,0,0,0,0
40,85,113.02025,23.18275,狮山镇,0,0,0,0,0
40,86,113.02025,23.18725,狮山镇,0,0,0,0,0
40,87,113.02025,23.19175,狮山镇,0,0,0,0,0
40,88,113.02025,23.19625,狮山镇,0,0,0,0,0
40,89,113.02025,23.20075,狮山镇,0,0,0,0,0
40,90,113.02025,23.20525,狮山镇,0,0,0,0,0
40,91,113.02025,23.20975,狮山镇,0,0,0,0,0
41,1,113.02475,22.80475,未标注,0,0,0,0,0
41,2,113.02475,22.80925,九江镇,0,0,0,0,0
41,3,113.02475,22.81375,九江镇,1,0,1,0,0
41,4,113.02475,22.81825,九江镇,0,0,0,0,0
41,5,113.02475,22.82275,九江镇,0,0,0,0,0
41,6,113.02475,22.82725,九江镇,0,0,0,0,0
41,7,113.02475,22.83175,九江镇,0,0,0,0,0
41,8,113.02475,22.83625,九江镇,0,0,0,0,0
41,9,113.02475,22.84075,九江镇,2,2,0,0,0
41,10,113.02475,22.84525,未标注,0,0,0,0,0
41,18,113.02475,22.88125,未标注,0,0,0,0,0
41,19,113.02475,22.88575,未标注,0,0,0,0,0
41,20,113.02475,22.89025,九江镇,0,0,0,0,0
41,21,113.02475,22.89475,九江镇,0,0,0,0,0
41,22,113.02475,22.89925,九江镇,0,0,0,0,0
41,23,113.02475,22.90375,九江镇,0,0,0,0,0
41,24,113.02475,22.90825,九江镇,0,0,0,0,0
41,25,113.02475,22.91275,九江镇,0,0,0,0,0
41,26,113.02475,22.91725,九江镇,0,0,0,0,0
41,27,113.02475,22.92175,九江镇,0,0,0,0,0
41,51,113.02475,23.02975,未标注,0,0,0,0,0
41,52,113.02475,23.03425,狮山镇,0,0,0,0,0
41,53,113.02475,23.03875,狮山镇,0,0,0,0,0
41,54,113.02475,23.04325,狮山镇,0,0,0,0,0
41,55,113.02475,23.04775,狮山镇,0,0,0,0,0
41,56,113.02475,23.05225,狮山镇,0,0,0,0,0
41,57,113.02475,23.05675,狮山镇,0,0,0,0,0
41,58,113.02475,23.06125,狮山镇,0,0,0,0,0
41,59,113.02475,23.06575,狮山镇,0,0,0,0,0
41,60,113.02475,23.07025,狮山镇,0,0,0,0,0
41,61,113.02475,23.07475,狮山镇,0,0,0,0,0
41,62,113.02475,23.07925,狮山镇,0,0,0,0,0
41,63,113.02475,23.08375,狮山镇,0,0,0,0,0
41,64,113.02475,23.08825,狮山镇,0,0,0,0,0
41,65,113.02475,23.09275,狮山镇,0,0,0,0,0
41,66,113.02475,23.09725,狮山镇,0,0,0,0,0
41,67,113.02475,23.10175,狮山镇,0,0,0,0,0
41,68,113.02475,23.10625,狮山镇,0,0,0,0,0
41,69,113.02475,23.11075,狮山镇,0,0,0,0,0
41,70,113.02475,23.11525,狮山镇,0,0,0,0,0
41,71,113.02475,23.11975,狮山镇,0,0,0,0,0
41,72,113.02475,23.12425,狮山镇,0,0,0,0,0
41,73,113.02475,23.12875,狮山镇,0,0,0,0,0
41,74,113.02475,23.13325,狮山镇,0,0,0,0,0
41,75,113.02475,23.13775,狮山镇,0,0,0,0,0
41,76,113.02475,23.14225,狮山镇,0,0,0,0,0
41,77,113.02475,23.14675,狮山镇,0,0,0,0,0
41,78,113.02475,23.15125,狮山镇,0,0,0,0,0
41,79,113.02475,23.15575,狮山镇,0,0,0,0,0
41,80,113.02475,23.16025,狮山镇,0,0,0,0,0
41,81,113.02475,23.16475,狮山镇,0,0,0,0,0
41,82,113.02475,23.16925,狮山镇,0,0,0,0,0
41,83,113.02475,23.17375,狮山镇,0,0,0,0,0
41,84,113.02475,23.17825,狮山镇,0,0,0,0,0
41,85,113.02475,23.18275,狮山镇,0,0,0,0,0
41,86,113.02475,23.18725,狮山镇,0,0,0,0,0
41,87,113.02475,23.19175,狮山镇,1,1,0,0,0
41,88,113.02475,23.19625,狮山镇,1,1,0,0,0
41,89,113.02475,23.20075,狮山镇,0,0,0,0,0
41,90,113.02475,23.20525,狮山镇,0,0,0,0,0
42,1,113.02925,22.80475,未标注,0,0,0,0,0
42,2,113.02925,22.80925,九江镇,0,0,0,0,0
42,3,113.02925,22.81375,九江镇,1,0,1,0,0
42,4,113.02925,22.81825,九江镇,0,0,0,0,0
42,5,113.02925,22.82275,九江镇,0,0,0,0,0
42,6,113.02925,22.82725,九江镇,1,1,0,0,0
42,7,113.02925,22.83175,九江镇,1,1,0,0,0
42,8,113.02925,22.83625,九江镇,0,0,0,0,0
42,19,113.02925,22.88575,九江镇,0,0,0,0,0
42,20,113.02925,22.89025,九江镇,0,0,0,0,0
42,21,113.02925,22.89475,九江镇,0,0,0,0,0
42,22,113.02925,22.89925,九江镇,0,0,0,0,0
42,23,113.02925,22.90375,九江镇,0,0,0,0,0
42,24,113.02925,22.90825,九江镇,1,1,0,0,0
42,25,113.02925,22.91275,九江镇,2,2,0,0,0
42,26,113.02925,22.91725,九江镇,1,1,0,0,0
42,27,113.02925,22.92175,九江镇,0,0,0,0,0
42,52,113.02925,23.03425,未标注,0,0,0,0,0
42,53,113.02925,23.03875,狮山镇,0,0,0,0,0
42,54,113.02925,23.04325,狮山镇,0,0,0,0,0
42,55,113.02925,23.04775,狮山镇,0,0,0,0,0
42,56,113.02925,23.05225,狮山镇,0,0,0,0,0
42,57,113.02925,23.05675,狮山镇,0,0,0,0,0
42,58,113.02925,23.06125,狮山镇,0,0,0,0,0
42,59,113.02925,23.06575,狮山镇,0,0,0,0,0
42,60,113.02925,23.07025,狮山镇,0,0,0,0,0
42,61,113.02925,23.07475,狮山镇,0,0,0,0,0
42,62,113.02925,23.07925,狮山镇,0,0,0,0,0
42,63,113.02925,23.08375,狮山镇,0,0,0,0,0
42,64,113.02925,23.08825,狮山镇,0,0,0,0,0
42,65,113.02925,23.09275,狮山镇,0,0,0,0,0
42,66,113.02925,23.09725,狮山镇,0,0,0,0,0
42,67,113.02925,23.10175,狮山镇,0,0,0,0,0
42,68,113.02925,23.10625,狮山镇,0,0,0,0,0
42,69,113.02925,23.11075,狮山镇,0,0,0,0,0
42,70,113.02925,23.11525,狮山镇,0,0,0,0,0
42,71,113.02925,23.11975,狮山镇,72,67,0,5,0
42,72,113.02925,23.12425,狮山镇,73,67,0,5,1
42,73,113.02925,23.12875,狮山镇,0,0,0,0,0
42,74,113.02925,23.13325,狮山镇,0,0,0,0,0
42,75,113.02925,23.13775,狮山镇,0,0,0,0,0
42,76,113.02925,23.14225,狮山镇,0,0,0,0,0
42,77,113.02925,23.14675,狮山镇,0,0,0,0,0
42,78,113.02925,23.15125,狮山镇,0,0,0,0,0
42,79,113.02925,23.15575,狮山镇,0,0,0,0,0
42,80,113.02925,23.16025,狮山镇,0,0,0,0,0
42,81,113.02925,23.16475,狮山镇,0,0,0,0,0
42,82,113.02925,23.16925,狮山镇,0,0,0,0,0
42,83,113.02925,23.17375,狮山镇,0,0,0,0,0
42,84,113.02925,23.17825,狮山镇,0,0,0,0,0
42,85,113.02925,23.18275,狮山镇,0,0,0,0,0
42,86,113.02925,23.18725,狮山镇,0,0,0,0,0
42,87,113.02925,23.19175,狮山镇,1,1,0,0,0
42,88,113.02925,23.19625,狮山镇,1,1,0,0,0
42,89,113.02925,23.20075,狮山镇,0,0,0,0,0
42,90,113.02925,23.20525,狮山镇,0,0,0,0,0
43,1,113.03375,22.80475,未标注,0,0,0,0,0
43,2,113.03375,22.80925,未标注,0,0,0,0,0
43,3,113.03375,22.81375,九江镇,0,0,0,0,0
43,4,113.03375,22.81825,九江镇,0,0,0,0,0
43,5,113.03375,22.82275,九江镇,0,0,0,0,0
43,6,113.03375,22.82725,九江镇,0,0,0,0,0
43,7,113.03375,22.83175,九江镇,0,0,0,0,0
43,8,113.03375,22.83625,九江镇,0,0,0,0,0
43,19,113.03375,22.88575,未标注,0,0,0,0,0
43,20,113.03375,22.89025,九江镇,0,0,0,0,0
43,21,113.03375,22.89475,九江镇,0,0,0,0,0
43,22,113.03375,22.89925,九江镇,0,0,0,0,0
43,23,113.03375,22.90375,九江镇,0,0,0,0,0
43,24,113.03375,22.90825,九江镇,0,0,0,0,0
43,25,113.03375,22.91275,九江镇,0,0,0,0,0
43,26,113.03375,22.91725,九江镇,0,0,0,0,0
43,27,113.03375,22.92175,九江镇,0,0,0,0,0
43,53,113.03375,23.03875,狮山镇,0,0,0,0,0
43,54,113.03375,23.04325,狮山镇,0,0,0,0,0
43,55,113.03375,23.04775,狮山镇,0,0,0,0,0
43,56,113.03375,23.05225,狮山镇,0,0,0,0,0
43,57,113.03375,23.05675,狮山镇,0,0,0,0,0
43,58,113.03375,23.06125,狮山镇,0,0,0,0,0
43,59,113.03375,23.06575,狮山镇,0,0,0,0,0
43,60,113.03375,23.07025,狮山镇,0,0,0,0,0
43,61,113.03375,23.07475,狮山镇,0,0,0,0,0
43,62,113.03375,23.07925,狮山镇,0,0,0,0,0
43,63,113.03375,23.08375,狮山镇,0,0,0,0,0
43,64,113.03375,23.08825,狮山镇,0,0,0,0,0
43,65,113.03375,23.09275,狮山镇,0,0,0,0,0
43,66,113.03375,23.09725,狮山镇,0,0,0,0,0
43,67,113.03375,23.10175,狮山镇,0,0,0,0,0
43,68,113.03375,23.10625,狮山镇,0,0,0,0,0
43,69,113.03375,23.11075,狮山镇,0,0,0,0,0
43,70,113.03375,23.11525,狮山镇,0,0,0,0,0
43,71,113.03375,23.11975,狮山镇,0,0,0,0,0
43,72,113.03375,23.12425,狮山镇,5,0,0,5,0
43,73,113.03375,23.12875,狮山镇,0,0,0,0,0
43,74,113.03375,23.13325,狮山镇,0,0,0,0,0
43,75,113.03375,23.13775,狮山镇,0,0,0,0,0
43,76,113.03375,23.14225,狮山镇,0,0,0,0,0
43,77,113.03375,23.14675,狮山镇,0,0,0,0,0
43,78,113.03375,23.15125,狮山镇,0,0,0,0,0
43,79,113.03375,23.15575,狮山镇,0,0,0,0,0
43,80,113.03375,23.16025,狮山镇,0,0,0,0,0
43,81,113.03375,23.16475,狮山镇,0,0,0,0,0
43,82,113.03375,23.16925,狮山镇,0,0,0,0,0
43,83,113.03375,23.17375,狮山镇,0,0,0,0,0
43,84,113.03375,23.17825,狮山镇,0,0,0,0,0
43,85,113.03375,23.18275,狮山镇,0,0,0,0,0
43,86,113.03375,23.18725,狮山镇,0,0,0,0,0
43,87,113.03375,23.19175,狮山镇,0,0,0,0,0
43,88,113.03375,23.19625,狮山镇,0,0,0,0,0
43,89,113.03375,23.20075,狮山镇,0,0,0,0,0
43,90,113.03375,23.20525,狮山镇,0,0,0,0,0
43,92,113.03375,23.21425,狮山镇,0,0,0,0,0
43,93,113.03375,23.21875,狮山镇,0,0,0,0,0
43,94,113.03375,23.22325,狮山镇,0,0,0,0,0
44,2,113.03825,22.80925,未标注,0,0,0,0,0
44,3,113.03825,22.81375,九江镇,1,1,0,0,0
44,4,113.03825,22.81825,九江镇,0,0,0,0,0
44,5,113.03825,22.82275,九江镇,0,0,0,0,0
44,6,113.03825,22.82725,九江镇,0,0,0,0,0
44,7,113.03825,22.83175,九江镇,0,0,0,0,0
44,19,113.03825,22.88575,未标注,0,0,0,0,0
44,20,113.03825,22.89025,九江镇,0,0,0,0,0
44,21,113.03825,22.89475,九江镇,0,0,0,0,0
44,22,113.03825,22.89925,九江镇,0,0,0,0,0
44,23,113.03825,22.90375,九江镇,0,0,0,0,0
44,24,113.03825,22.90825,九江镇,0,0,0,0,0
44,25,113.03825,22.91275,九江镇,0,0,0,0,0
44,26,113.03825,22.91725,九江镇,0,0,0,0,0
44,27,113.03825,22.92175,九江镇,0,0,0,0,0
44,52,113.03825,23.03425,未标注,0,0,0,0,0
44,53,113.03825,23.03875,狮山镇,0,0,0,0,0
44,54,113.03825,23.04325,狮山镇,0,0,0,0,0
44,55,113.03825,23.04775,狮山镇,0,0,0,0,0
44,56,113.03825,23.05225,狮山镇,0,0,0,0,0
44,57,113.03825,23.05675,狮山镇,1,1,0,0,0
44,58,113.03825,23.06125,狮山镇,0,0,0,0,0
44,59,113.03825,23.06575,狮山镇,0,0,0,0,0
44,60,113.03825,23.07025,狮山镇,0,0,0,0,0
44,61,113.03825,23.07475,狮山镇,0,0,0,0,0
44,62,113.03825,23.07925,狮山镇,0,0,0,0,0
44,63,113.03825,23.08375,狮山镇,0,0,0,0,0
44,64,113.03825,23.08825,狮山镇,0,0,0,0,0
44,65,113.03825,23.09275,狮山镇,0,0,0,0,0
44,66,113.03825,23.09725,狮山镇,0,0,0,0,0
44,67,113.03825,23.10175,狮山镇,0,0,0,0,0
44,68,113.03825,23.10625,狮山镇,0,0,0,0,0
44,69,113.03825,23.11075,狮山镇,0,0,0,0,0
44,70,113.03825,23.11525,狮山镇,0,0,0,0,0
44,71,113.03825,23.11975,狮山镇,0,0,0,0,0
44,72,113.03825,23.12425,狮山镇,0,0,0,0,0
44,73,113.03825,23.12875,狮山镇,0,0,0,0,0
44,74,113.03825,23.13325,狮山镇,0,0,0,0,0
44,75,113.03825,23.13775,狮山镇,0,0,0,0,0
44,76,113.03825,23.14225,狮山镇,0,0,0,0,0
44,77,113.03825,23.14675,狮山镇,0,0,0,0,0
44,78,113.03825,23.15125,狮山镇,0,0,0,0,0
44,79,113.03825,23.15575,狮山镇,0,0,0,0,0
44,80,113.03825,23.16025,狮山镇,0,0,0,0,0
44,81,113.03825,23.16475,狮山镇,0,0,0,0,0
44,82,113.03825,23.16925,狮山镇,0,0,0,0,0
44,83,113.03825,23.17375,狮山镇,0,0,0,0,0
44,84,113.03825,23.17825,狮山镇,0,0,0,0,0
44,85,113.03825,23.18275,狮山镇,0,0,0,0,0
44,86,113.03825,23.18725,狮山镇,0,0,0,0,0
44,87,113.03825,23.19175,狮山镇,0,0,0,0,0
44,88,113.03825,23.19625,狮山镇,0,0,0,0,0
44,89,113.03825,23.20075,狮山镇,0,0,0,0,0
44,90,113.03825,23.20525,狮山镇,0,0,0,0,0
44,91,113.03825,23.20975,狮山镇,0,0,0,0,0
44,92,113.03825,23.21425,狮山镇,0,0,0,0,0
44,93,113.03825,23.21875,狮山镇,1,1,0,0,0
44,94,113.03825,23.22325,狮山镇,0,0,0,0,0
45,2,113.04275,22.80925,未标注,0,0,0,0,0
45,3,113.04275,22.81375,九江镇,0,0,0,0,0
45,4,113.04275,22.81825,九江镇,0,0,0,0,0
45,5,113.04275,22.82275,九江镇,0,0,0,0,0
45,6,113.04275,22.82725,九江镇,0,0,0,0,0
45,7,113.04275,22.83175,未标注,0,0,0,0,0
45,19,113.04275,22.88575,未标注,0,0,0,0,0
45,20,113.04275,22.89025,九江镇,0,0,0,0,0
45,21,113.04275,22.89475,未标注,0,0,0,0,0
45,22,113.04275,22.89925,未标注,0,0,0,0,0
45,23,113.04275,22.90375,九江镇,0,0,0,0,0
45,24,113.04275,22.90825,九江镇,0,0,0,0,0
45,25,113.04275,22.91275,九江镇,0,0,0,0,0
45,26,113.04275,22.91725,九江镇,0,0,0,0,0
45,27,113.04275,22.92175,九江镇,0,0,0,0,0
45,52,113.04275,23.03425,未标注,1,0,0,0,0
45,53,113.04275,23.03875,狮山镇,1,0,0,0,0
45,54,113.04275,23.04325,狮山镇,0,0,0,0,0
45,55,113.04275,23.04775,狮山镇,0,0,0,0,0
45,56,113.04275,23.05225,狮山镇,0,0,0,0,0
45,57,113.04275,23.05675,狮山镇,0,0,0,0,0
45,58,113.04275,23.06125,狮山镇,1,0,1,0,0
45,59,113.04275,23.06575,狮山镇,0,0,0,0,0
45,60,113.04275,23.07025,狮山镇,0,0,0,0,0
45,61,113.04275,23.07475,狮山镇,0,0,0,0,0
45,62,113.04275,23.07925,狮山镇,0,0,0,0,0
45,63,113.04275,23.08375,狮山镇,0,0,0,0,0
45,64,113.04275,23.08825,狮山镇,0,0,0,0,0
45,65,113.04275,23.09275,狮山镇,0,0,0,0,0
45,66,113.04275,23.09725,狮山镇,0,0,0,0,0
45,67,113.04275,23.10175,狮山镇,0,0,0,0,0
45,68,113.04275,23.10625,狮山镇,0,0,0,0,0
45,69,113.04275,23.11075,狮山镇,0,0,0,0,0
45,70,113.04275,23.11525,狮山镇,0,0,0,0,0
45,71,113.04275,23.11975,狮山镇,0,0,0,0,0
45,72,113.04275,23.12425,狮山镇,0,0,0,0,0
45,73,113.04275,23.12875,狮山镇,0,0,0,0,0
45,74,113.04275,23.13325,狮山镇,0,0,0,0,0
45,75,113.04275,23.13775,狮山镇,0,0,0,0,0
45,76,113.04275,23.14225,狮山镇,0,0,0,0,0
45,77,113.04275,23.14675,狮山镇,0,0,0,0,0
45,78,113.04275,23.15125,狮山镇,0,0,0,0,0
45,79,113.04275,23.15575,狮山镇,0,0,0,0,0
45,80,113.04275,23.16025,狮山镇,0,0,0,0,0
45,81,113.04275,23.16475,狮山镇,0,0,0,0,0
45,82,113.04275,23.16925,狮山镇,0,0,0,0,0
45,83,113.04275,23.17375,狮山镇,0,0,0,0,0
45,84,113.04275,23.17825,狮山镇,0,0,0,0,0
45,85,113.04275,23.18275,狮山镇,0,0,0,0,0
45,86,113.04275,23.18725,狮山镇,0,0,0,0,0
45,87,113.04275,23.19175,狮山镇,0,0,0,0,0
45,88,113.04275,23.19625,狮山镇,0,0,0,0,0
45,89,113.04275,23.20075,狮山镇,0,0,0,0,0
45,90,113.04275,23.20525,狮山镇,0,0,0,0,0
45,91,113.04275,23.20975,狮山镇,0,0,0,0,0
45,92,113.04275,23.21425,狮山镇,0,0,0,0,0
45,93,113.04275,23.21875,狮山镇,0,0,0,0,0
46,2,113.04725,22.80925,未标注,0,0,0,0,0
46,3,113.04725,22.81375,九江镇,0,0,0,0,0
46,4,113.04725,22.81825,九江镇,0,0,0,0,0
46,5,113.04725,22.82275,九江镇,0,0,0,0,0
46,6,113.04725,22.82725,未标注,0,0,0,0,0
46,7,113.04725,22.83175,未标注,0,0,0,0,0
46,19,113.04725,22.88575,未标注,0,0,0,0,0
46,20,113.04725,22.89025,未标注,0,0,0,0,0
46,22,113.04725,22.89925,未标注,0,0,0,0,0
46,23,113.04725,22.90375,未标注,1,1,0,0,0
46,24,113.04725,22.90825,九江镇,0,0,0,0,0
46,25,113.04725,22.91275,九江镇,0,0,0,0,0
46,26,113.04725,22.91725,未标注,0,0,0,0,0
46,27,113.04725,22.92175,九江镇,0,0,0,0,0
46,52,113.04725,23.03425,未标注,0,0,0,0,0
46,53,113.04725,23.03875,未标注,0,0,0,0,0
46,54,113.04725,23.04325,狮山镇,0,0,0,0,0
46,55,113.04725,23.04775,狮山镇,0,0,0,0,0
46,56,113.04725,23.05225,狮山镇,0,0,0,0,0
46,57,113.04725,23.05675,狮山镇,0,0,0,0,0
46,58,113.04725,23.06125,狮山镇,1,0,1,0,0
46,59,113.04725,23.06575,狮山镇,0,0,0,0,0
46,60,113.04725,23.07025,狮山镇,0,0,0,0,0
46,61,113.04725,23.07475,狮山镇,0,0,0,0,0
46,62,113.04725,23.07925,狮山镇,0,0,0,0,0
46,63,113.04725,23.08375,狮山镇,0,0,0,0,0
46,64,113.04725,23.08825,狮山镇,0,0,0,0,0
46,65,113.04725,23.09275,狮山镇,0,0,0,0,0
46,66,113.04725,23.09725,狮山镇,0,0,0,0,0
46,67,113.04725,23.10175,狮山镇,0,0,0,0,0
46,68,113.04725,23.10625,狮山镇,0,0,0,0,0
46,69,113.04725,23.11075,狮山镇,0,0,0,0,0
46,70,113.04725,23.11525,狮山镇,0,0,0,0,0
46,71,113.04725,23.11975,狮山镇,0,0,0,0,0
46,72,113.04725,23.12425,狮山镇,0,0,0,0,0
46,73,113.04725,23.12875,狮山镇,0,0,0,0,0
46,74,113.04725,23.13325,狮山镇,0,0,0,0,0
46,75,113.04725,23.13775,狮山镇,0,0,0,0,0
46,76,113.04725,23.14225,狮山镇,0,0,0,0,0
46,77,113.04725,23.14675,狮山镇,0,0,0,0,0
46,78,113.04725,23.15125,狮山镇,0,0,0,0,0
46,79,113.04725,23.15575,狮山镇,0,0,0,0,0
46,80,113.04725,23.16025,狮山镇,0,0,0,0,0
46,81,113.04725,23.16475,狮山镇,0,0,0,0,0
46,82,113.04725,23.16925,狮山镇,0,0,0,0,0
46,83,113.04725,23.17375,狮山镇,0,0,0,0,0
46,84,113.04725,23.17825,狮山镇,0,0,0,0,0
46,85,113.04725,23.18275,狮山镇,0,0,0,0,0
46,86,113.04725,23.18725,狮山镇,0,0,0,0,0
46,87,113.04725,23.19175,狮山镇,0,0,0,0,0
46,88,113.04725,23.19625,狮山镇,0,0,0,0,0
46,89,113.04725,23.20075,狮山镇,0,0,0,0,0
46,90,113.04725,23.20525,狮山镇,0,0,0,0,0
46,91,113.04725,23.20975,狮山镇,0,0,0,0,0
46,92,113.04725,23.21425,狮山镇,0,0,0,0,0
46,93,113.04725,23.21875,狮山镇,0,0,0,0,0
46,99,113.04725,23.24575,狮山镇,0,0,0,0,0
46,100,113.04725,23.25025,狮山镇,0,0,0,0,0
47,2,113.05175,22.80925,九江镇,0,0,0,0,0
47,3,113.05175,22.81375,九江镇,0,0,0,0,0
47,4,113.05175,22.81825,九江镇,0,0,0,0,0
47,5,113.05175,22.82275,九江镇,0,0,0,0,0
47,23,113.05175,22.90375,未标注,0,0,0,0,0
47,24,113.05175,22.90825,未标注,0,0,0,0,0
47,25,113.05175,22.91275,未标注,0,0,0,0,0
47,26,113.05175,22.91725,未标注,0,0,0,0,0
47,53,113.05175,23.03875,未标注,0,0,0,0,0
47,54,113.05175,23.04325,未标注,0,0,0,0,0
47,55,113.05175,23.04775,未标注,0,0,0,0,0
47,56,113.05175,23.05225,未标注,0,0,0,0,0
47,57,113.05175,23.05675,狮山镇,0,0,0,0,0
47,58,113.05175,23.06125,狮山镇,0,0,0,0,0
47,59,113.05175,23.06575,狮山镇,0,0,0,0,0
47,60,113.05175,23.07025,狮山镇,0,0,0,0,0
47,61,113.05175,23.07475,狮山镇,0,0,0,0,0
47,62,113.05175,23.07925,狮山镇,0,0,0,0,0
47,63,113.05175,23.08375,狮山镇,0,0,0,0,0
47,64,113.05175,23.08825,狮山镇,0,0,0,0,0
47,65,113.05175,23.09275,狮山镇,0,0,0,0,0
47,66,113.05175,23.09725,狮山镇,0,0,0,0,0
47,67,113.05175,23.10175,狮山镇,1,1,0,0,0
47,68,113.05175,23.10625,狮山镇,1,1,0,0,0
47,69,113.05175,23.11075,狮山镇,0,0,0,0,0
47,70,113.05175,23.11525,狮山镇,0,0,0,0,0
47,71,113.05175,23.11975,狮山镇,0,0,0,0,0
47,72,113.05175,23.12425,狮山镇,0,0,0,0,0
47,73,113.05175,23.12875,狮山镇,0,0,0,0,0
47,74,113.05175,23.13325,狮山镇,0,0,0,0,0
47,75,113.05175,23.13775,狮山镇,0,0,0,0,0
47,76,113.05175,23.14225,狮山镇,0,0,0,0,0
47,77,113.05175,23.14675,狮山镇,0,0,0,0,0
47,78,113.05175,23.15125,狮山镇,0,0,0,0,0
47,79,113.05175,23.15575,狮山镇,0,0,0,0,0
47,80,113.05175,23.16025,狮山镇,0,0,0,0,0
47,81,113.05175,23.16475,狮山镇,0,0,0,0,0
47,82,113.05175,23.16925,狮山镇,0,0,0,0,0
47,83,113.05175,23.17375,狮山镇,0,0,0,0,0
47,84,113.05175,23.17825,狮山镇,0,0,0,0,0
47,85,113.05175,23.18275,狮山镇,0,0,0,0,0
47,86,113.05175,23.18725,狮山镇,0,0,0,0,0
47,87,113.05175,23.19175,狮山镇,0,0,0,0,0
47,88,113.05175,23.19625,狮山镇,0,0,0,0,0
47,89,113.05175,23.20075,狮山镇,0,0,0,0,0
47,90,113.05175,23.20525,狮山镇,0,0,0,0,0
47,91,113.05175,23.20975,狮山镇,0,0,0,0,0
47,92,113.05175,23.21425,狮山镇,0,0,0,0,0
47,93,113.05175,23.21875,狮山镇,0,0,0,0,0
47,94,113.05175,23.22325,狮山镇,0,0,0,0,0
47,98,113.05175,23.24125,狮山镇,0,0,0,0,0
47,99,113.05175,23.24575,狮山镇,0,0,0,0,0
47,100,113.05175,23.25025,狮山镇,0,0,0,0,0
48,1,113.05625,22.80475,未标注,0,0,0,0,0
48,2,113.05625,22.80925,九江镇,0,0,0,0,0
48,3,113.05625,22.81375,九江镇,0,0,0,0,0
48,4,113.05625,22.81825,九江镇,0,0,0,0,0
48,56,113.05625,23.05225,未标注,0,0,0,0,0
48,57,113.05625,23.05675,狮山镇,0,0,0,0,0
48,58,113.05625,23.06125,狮山镇,0,0,0,0,0
48,59,113.05625,23.06575,狮山镇,0,0,0,0,0
48,60,113.05625,23.07025,狮山镇,0,0,0,0,0
48,61,113.05625,23.07475,狮山镇,0,0,0,0,0
48,62,113.05625,23.07925,狮山镇,0,0,0,0,0
48,63,113.05625,23.08375,狮山镇,0,0,0,0,0
48,64,113.05625,23.08825,狮山镇,0,0,0,0,0
48,65,113.05625,23.09275,狮山镇,0,0,0,0,0
48,66,113.05625,23.09725,狮山镇,0,0,0,0,0
48,67,113.05625,23.10175,狮山镇,0,0,0,0,0
48,68,113.05625,23.10625,狮山镇,0,0,0,0,0
